,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,-129000000.0,143700000.0,-68000000.0,-3400000.0,-21600000.0,92600000.0
Change To Liabilities,8100000.0,-27600000.0,34600000.0,8500000.0,8100000.0,-4000000.0
Total Cashflows From Investing Activities,-140600000.0,87000000.0,-325900000.0,-13300000.0,-32500000.0,-90700000.0
Total Cash From Financing Activities,-139200000.0,-17700000.0,130900000.0,-119500000.0,25400000.0,-52400000.0
Change To Operating Activities,109800000.0,554300000.0,147100000.0,375500000.0,-62500000.0,369600000.0
Net Income,113600000.0,109900000.0,87300000.0,137200000.0,105500000.0,120400000.0
Change In Cash,44900000.0,774500000.0,72900000.0,465800000.0,115800000.0,423300000.0
Repurchase Of Stock,-100000000.0,-41900000.0,-88000000.0,-53300000.0,-33800000.0,-200000.0
Effect Of Exchange Rate,-300000.0,4100000.0,-1500000.0,-500000.0,200000.0,2800000.0
Total Cash From Operating Activities,325000000.0,701100000.0,269400000.0,599100000.0,122700000.0,563600000.0
Depreciation,36300000.0,37800000.0,38800000.0,40300000.0,38800000.0,41000000.0
Dividends Paid,-39500000.0,-45800000.0,-45300000.0,-45300000.0,-45000000.0,-51500000.0
Change To Account Receivables,19900000.0,100900000.0,-46700000.0,-37600000.0,41800000.0,10300000.0
Other Cashflows From Financing Activities,100000.0,-4500000.0,-4500000.0,-900000.0,-5800000.0,-700000.0
Change To Netincome,5000000.0,-15700000.0,-6900000.0,7100000.0,17500000.0,22400000.0
Capital Expenditures,-6600000.0,-20000000.0,-10200000.0,-9900000.0,-11400000.0,-16000000.0
Net Borrowings,70000000.0,70000000.0,268700000.0,-20000000.0,110000000.0,
Other Cashflows From Investing Activities,500000.0,500000.0,500000.0,500000.0,500000.0,
Issuance Of Stock,200000.0,,,,,
