,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,1374000000.0,1410000000.0,1471000000.0,1671000000.0
Capital Surplus,5940000000.0,5898000000.0,5955000000.0,6043000000.0
Total Liab,7995000000.0,7854000000.0,10281000000.0,11293000000.0
Total Stockholder Equity,9124000000.0,7844000000.0,7882000000.0,8689000000.0
Minority Interest,-8000000.0,22000000.0,30000000.0,37000000.0
Deferred Long Term Liab,,,,68000000.0
Other Current Liab,989000000.0,1002000000.0,874000000.0,923000000.0
Total Assets,17111000000.0,15720000000.0,18193000000.0,20019000000.0
Common Stock,683000000.0,683000000.0,683000000.0,683000000.0
Other Current Assets,601000000.0,614000000.0,619000000.0,688000000.0
Retained Earnings,14483000000.0,15075000000.0,15718000000.0,16328000000.0
Other Liab,1665000000.0,1556000000.0,1680000000.0,1673000000.0
Good Will,3099000000.0,3002000000.0,3030000000.0,3217000000.0
Treasury Stock,-11982000000.0,-13812000000.0,-14474000000.0,-14365000000.0
Other Assets,740000000.0,775000000.0,993000000.0,1260000000.0
Cash,3394000000.0,1838000000.0,3335000000.0,3730000000.0
Total Current Liabilities,2821000000.0,2814000000.0,3230000000.0,3333000000.0
Deferred Long Term Asset Charges,408000000.0,483000000.0,621000000.0,748000000.0
Short Long Term Debt,3000000.0,2000000.0,315000000.0,405000000.0
Other Stockholder Equity,-4001000000.0,-3823000000.0,-3710000000.0,-3314000000.0
Property Plant Equipment,4588000000.0,4530000000.0,5120000000.0,5325000000.0
Total Current Assets,7263000000.0,5959000000.0,7503000000.0,8411000000.0
Long Term Investments,47000000.0,44000000.0,76000000.0,135000000.0
Net Tangible Assets,4651000000.0,3432000000.0,3381000000.0,3801000000.0
Net Receivables,1793000000.0,1840000000.0,1896000000.0,2077000000.0
Long Term Debt,3509000000.0,3408000000.0,4807000000.0,5722000000.0
Inventory,1475000000.0,1667000000.0,1653000000.0,1916000000.0
Accounts Payable,920000000.0,998000000.0,892000000.0,1043000000.0
