,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,618000000.0,614000000.0,611000000.0,653000000.0,716000000.0,798000000.0,658000000.0,734000000.0
Capital Surplus,11300000000.0,11395000000.0,11531000000.0,11549000000.0,11621000000.0,11640000000.0,11715000000.0,11927000000.0
Total Liab,6538000000.0,7195000000.0,8072000000.0,8094000000.0,7286000000.0,7027000000.0,7457000000.0,7181000000.0
Total Stockholder Equity,13682000000.0,14382000000.0,15037000000.0,15331000000.0,16286000000.0,16950000000.0,17599000000.0,17831000000.0
Other Current Liab,1275000000.0,1175000000.0,1906000000.0,1936000000.0,1162000000.0,847000000.0,1262000000.0,835000000.0
Total Assets,20220000000.0,21577000000.0,23109000000.0,23425000000.0,23572000000.0,23977000000.0,25056000000.0,25012000000.0
Other Current Assets,646000000.0,781000000.0,702000000.0,641000000.0,580000000.0,626000000.0,981000000.0,989000000.0
Retained Earnings,8579000000.0,9183000000.0,9691000000.0,9945000000.0,10821000000.0,11460000000.0,12025000000.0,12053000000.0
Other Liab,1305000000.0,1404000000.0,1143000000.0,1307000000.0,1427000000.0,1404000000.0,1226000000.0,1282000000.0
Good Will,9763000000.0,9764000000.0,9765000000.0,9765000000.0,9765000000.0,9765000000.0,9799000000.0,9799000000.0
Treasury Stock,-6197000000.0,-6196000000.0,-6185000000.0,-6163000000.0,-6156000000.0,-6150000000.0,-6141000000.0,-6149000000.0
Other Assets,1856000000.0,1986000000.0,1716000000.0,1893000000.0,2030000000.0,2032000000.0,1637000000.0,1819000000.0
Cash,6338000000.0,7415000000.0,8647000000.0,9281000000.0,9209000000.0,9718000000.0,10423000000.0,10967000000.0
Total Current Liabilities,2557000000.0,2187000000.0,3100000000.0,3181000000.0,2253000000.0,2016000000.0,2411000000.0,2291000000.0
Deferred Long Term Asset Charges,1221000000.0,1287000000.0,1318000000.0,1250000000.0,1447000000.0,1400000000.0,1377000000.0,1308000000.0
Other Stockholder Equity,-634000000.0,-633000000.0,-622000000.0,-600000000.0,-593000000.0,-587000000.0,-578000000.0,-586000000.0
Property Plant Equipment,222000000.0,211000000.0,452000000.0,192000000.0,174000000.0,171000000.0,406000000.0,174000000.0
Total Current Assets,7719000000.0,9002000000.0,10565000000.0,10922000000.0,10887000000.0,11211000000.0,12556000000.0,12486000000.0
Net Tangible Assets,3301000000.0,4004000000.0,4661000000.0,4913000000.0,5805000000.0,6387000000.0,7142000000.0,7298000000.0
Net Receivables,614000000.0,619000000.0,1052000000.0,773000000.0,682000000.0,585000000.0,972000000.0,530000000.0
Long Term Debt,2676000000.0,3604000000.0,3605000000.0,3606000000.0,3606000000.0,3607000000.0,3608000000.0,3608000000.0
Accounts Payable,177000000.0,224000000.0,295000000.0,225000000.0,217000000.0,248000000.0,285000000.0,207000000.0
Short Term Investments,121000000.0,187000000.0,164000000.0,227000000.0,416000000.0,282000000.0,180000000.0,
Long Term Investments,42000000.0,,,,,,,
