,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-55000000.0,-93000000.0,88000000.0,-100000000.0
Change To Liabilities,305000000.0,-187000000.0,-123000000.0,206000000.0
Total Cashflows From Investing Activities,-207000000.0,-230000000.0,-22000000.0,-178000000.0
Net Borrowings,-510000000.0,-1740000000.0,944000000.0,944000000.0
Total Cash From Financing Activities,-624000000.0,-2020000000.0,-237000000.0,711000000.0
Change To Operating Activities,547000000.0,-982000000.0,-181000000.0,-651000000.0
Issuance Of Stock,178000000.0,99000000.0,105000000.0,170000000.0
Net Income,273000000.0,1848000000.0,1503000000.0,2197000000.0
Change In Cash,1458000000.0,-491000000.0,1569000000.0,2854000000.0
Repurchase Of Stock,-56000000.0,-94000000.0,-59000000.0,-39000000.0
Effect Of Exchange Rate,76000000.0,-31000000.0,-3000000.0,69000000.0
Total Cash From Operating Activities,2213000000.0,1790000000.0,1831000000.0,2252000000.0
Depreciation,888000000.0,509000000.0,328000000.0,197000000.0
Dividends Paid,-226000000.0,-259000000.0,-283000000.0,-316000000.0
Change To Account Receivables,-165000000.0,-114000000.0,182000000.0,-194000000.0
Other Cashflows From Financing Activities,-10000000.0,-26000000.0,-48000000.0,-48000000.0
Change To Netincome,80000000.0,227000000.0,-103000000.0,248000000.0
Capital Expenditures,-155000000.0,-131000000.0,-116000000.0,-78000000.0
Other Cashflows From Investing Activities,3000000.0,-6000000.0,6000000.0,
Change To Inventory,-26000000.0,,,
