,2021-05-01,2021-01-30,2020-10-31,2020-08-01
Investments,7000000.0,19000000.0,-5000000.0,1000000.0
Change To Liabilities,-1205000000.0,-1362000000.0,3492000000.0,1075000000.0
Total Cashflows From Investing Activities,-165000000.0,-606000000.0,-583000000.0,-658000000.0
Net Borrowings,-21000000.0,-20000000.0,-2269000000.0,-109000000.0
Total Cash From Financing Activities,-1669000000.0,-360000000.0,-2633000000.0,-456000000.0
Change To Operating Activities,-418000000.0,976000000.0,10000000.0,627000000.0
Issuance Of Stock,2000000.0,5000000.0,11000000.0,3000000.0
Net Income,2097000000.0,1380000000.0,1014000000.0,1690000000.0
Change In Cash,-695000000.0,2515000000.0,-1288000000.0,2718000000.0
Repurchase Of Stock,-1310000000.0,-4000000.0,-35000000.0,-20000000.0
Total Cash From Operating Activities,1139000000.0,3481000000.0,1928000000.0,3832000000.0
Depreciation,667000000.0,637000000.0,603000000.0,604000000.0
Dividends Paid,-340000000.0,-341000000.0,-340000000.0,-330000000.0
Change To Inventory,114000000.0,2059000000.0,-3836000000.0,-292000000.0
Change To Netincome,-116000000.0,-209000000.0,645000000.0,128000000.0
Capital Expenditures,-540000000.0,-640000000.0,-595000000.0,-663000000.0
