,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,700000.0,-8200000.0,-8200000.0,-6000000.0,-9000000.0,-2000000.0,-2000000.0,-900000.0,-900000.0
Change To Liabilities,1800000.0,0.0,15700000.0,69300000.0,61200000.0,0.0,32500000.0,0.0,40600000.0
Total Cashflows From Investing Activities,-42500000.0,-58700000.0,-58700000.0,-41000000.0,-54400000.0,28600000.0,28600000.0,-52900000.0,-52900000.0
Net Borrowings,-92700000.0,-6200000.0,-6200000.0,-3700000.0,-12600000.0,-89700000.0,-89700000.0,-5200000.0,-5200000.0
Total Cash From Financing Activities,-117700000.0,-44600000.0,-44600000.0,-220300000.0,-165600000.0,-196600000.0,-196600000.0,-95200000.0,-95200000.0
Change To Operating Activities,29900000.0,5300000.0,5300000.0,-85400000.0,-9900000.0,52100000.0,52100000.0,8400000.0,8400000.0
Net Income,100100000.0,134000000.0,142200000.0,110100000.0,108100000.0,107700000.0,180900000.0,0.0,113900000.0
Change In Cash,15100000.0,231900000.0,231900000.0,-178700000.0,-96900000.0,166800000.0,166800000.0,3000000.0,3000000.0
Repurchase Of Stock,-13100000.0,-13100000.0,-13100000.0,-190800000.0,-122700000.0,-73600000.0,-73600000.0,-50200000.0,-50200000.0
Effect Of Exchange Rate,3300000.0,8400000.0,8400000.0,2700000.0,3500000.0,2600000.0,2600000.0,-13400000.0,-13400000.0
Total Cash From Operating Activities,172000000.0,326800000.0,326800000.0,79900000.0,119600000.0,332200000.0,332200000.0,164500000.0,164500000.0
Depreciation,40100000.0,36400000.0,36400000.0,48100000.0,50900000.0,42600000.0,42600000.0,45300000.0,50900000.0
Other Cashflows From Investing Activities,-8400000.0,7500000.0,7500000.0,8300000.0,7400000.0,600000.0,600000.0,500000.0,500000.0
Dividends Paid,-25000000.0,-24800000.0,-24800000.0,-25800000.0,-30300000.0,-29600000.0,-29600000.0,-29200000.0,-29200000.0
Change To Inventory,-60500000.0,51400000.0,51400000.0,-70900000.0,-73900000.0,3100000.0,3100000.0,-103800000.0,-103800000.0
Change To Account Receivables,7600000.0,62600000.0,62600000.0,-56000000.0,-36900000.0,6300000.0,6300000.0,13000000.0,13000000.0
Other Cashflows From Financing Activities,-500000.0,-500000.0,-500000.0,-3700000.0,-3700000.0,-3700000.0,-3700000.0,-10600000.0,-10600000.0
Change To Netincome,27400000.0,92300000.0,92300000.0,20300000.0,20200000.0,13400000.0,13400000.0,43400000.0,47100000.0
Capital Expenditures,-34900000.0,-62800000.0,-62800000.0,-43900000.0,-53200000.0,-58300000.0,-58300000.0,-51900000.0,-51900000.0
