,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,-1000000.0,-1000000.0,-7000000.0,-7000000.0,-7000000.0,-8000000.0,-5000000.0,30000000.0
Change To Liabilities,-188000000.0,437000000.0,33000000.0,172000000.0,-131000000.0,-272000000.0,97000000.0,109000000.0
Total Cashflows From Investing Activities,-27000000.0,-102000000.0,-617000000.0,-185000000.0,-914000000.0,-139000000.0,-157000000.0,-254000000.0
Net Borrowings,1109000000.0,-247000000.0,-6000000.0,3000000.0,549000000.0,15000000.0,12000000.0,-2000000.0
Total Cash From Financing Activities,1061000000.0,-288000000.0,-274000000.0,-51000000.0,460000000.0,-59000000.0,-64000000.0,-195000000.0
Change To Operating Activities,-7000000.0,19000000.0,91000000.0,42000000.0,-95000000.0,-1000000.0,38000000.0,4000000.0
Net Income,-98000000.0,111000000.0,358000000.0,65000000.0,247000000.0,96000000.0,129000000.0,200000000.0
Change In Cash,1102000000.0,118000000.0,-471000000.0,105000000.0,-187000000.0,-58000000.0,334000000.0,-340000000.0
Repurchase Of Stock,-216000000.0,-216000000.0,-216000000.0,,-40000000.0,-40000000.0,-40000000.0,-40000000.0
Effect Of Exchange Rate,4000000.0,27000000.0,44000000.0,-1000000.0,-13000000.0,-2000000.0,13000000.0,-7000000.0
Total Cash From Operating Activities,64000000.0,481000000.0,376000000.0,342000000.0,280000000.0,142000000.0,542000000.0,116000000.0
Depreciation,112000000.0,115000000.0,191000000.0,195000000.0,195000000.0,195000000.0,187000000.0,180000000.0
Other Cashflows From Investing Activities,27000000.0,7000000.0,-5000000.0,11000000.0,15000000.0,15000000.0,-10000000.0,12000000.0
Dividends Paid,-35000000.0,-35000000.0,-41000000.0,-40000000.0,-41000000.0,-41000000.0,-40000000.0,-41000000.0
Change To Inventory,18000000.0,43000000.0,-31000000.0,-104000000.0,-156000000.0,-122000000.0,114000000.0,-124000000.0
Change To Account Receivables,210000000.0,-387000000.0,52000000.0,-290000000.0,132000000.0,113000000.0,-14000000.0,-282000000.0
Other Cashflows From Financing Activities,-13000000.0,-6000000.0,-11000000.0,-14000000.0,-48000000.0,-33000000.0,-36000000.0,-112000000.0
Change To Netincome,48000000.0,122000000.0,-355000000.0,244000000.0,76000000.0,142000000.0,4000000.0,38000000.0
Capital Expenditures,-53000000.0,-108000000.0,-181000000.0,-197000000.0,-147000000.0,-152000000.0,-172000000.0,-177000000.0
