,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Capital Surplus,5898000000.0,6168000000.0,6656000000.0,7404000000.0,7803000000.0
Total Liab,31575000000.0,33765000000.0,37209000000.0,39382000000.0,42239000000.0
Total Stockholder Equity,11455000000.0,12222000000.0,13239000000.0,14575000000.0,15612000000.0
Deferred Long Term Liab,3005000000.0,3326000000.0,2935000000.0,2737000000.0,2738000000.0
Other Current Liab,1400000000.0,1598000000.0,1591000000.0,1576000000.0,1614000000.0
Total Assets,43030000000.0,45987000000.0,50448000000.0,53957000000.0,57851000000.0
Common Stock,1269000000.0,1285000000.0,1311000000.0,1344000000.0,1360000000.0
Other Current Assets,459000000.0,497000000.0,517000000.0,671000000.0,1183000000.0
Retained Earnings,4413000000.0,4893000000.0,5413000000.0,5968000000.0,6572000000.0
Other Liab,12967000000.0,13502000000.0,13608000000.0,14081000000.0,14199000000.0
Treasury Stock,-125000000.0,-124000000.0,-141000000.0,-141000000.0,-123000000.0
Other Assets,5909000000.0,6090000000.0,6336000000.0,6316000000.0,6848000000.0
Cash,83000000.0,147000000.0,248000000.0,129000000.0,166000000.0
Total Current Liabilities,4088000000.0,4460000000.0,4568000000.0,4239000000.0,5046000000.0
Short Long Term Debt,457000000.0,399000000.0,702000000.0,421000000.0,601000000.0
Other Stockholder Equity,-125000000.0,-124000000.0,-141000000.0,-141000000.0,-123000000.0
Property Plant Equipment,33927000000.0,36590000000.0,40781000000.0,44129000000.0,46440000000.0
Total Current Assets,2973000000.0,3094000000.0,3113000000.0,3275000000.0,4239000000.0
Long Term Investments,221000000.0,213000000.0,218000000.0,237000000.0,324000000.0
Net Tangible Assets,11455000000.0,12222000000.0,13239000000.0,14575000000.0,15612000000.0
Net Receivables,1561000000.0,1615000000.0,1550000000.0,1630000000.0,1880000000.0
Long Term Debt,14520000000.0,15732000000.0,17407000000.0,19645000000.0,21779000000.0
Inventory,610000000.0,548000000.0,544000000.0,535000000.0,631000000.0
Accounts Payable,1243000000.0,1237000000.0,1294000000.0,1237000000.0,1409000000.0
