,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,,10000000.0,10000000.0,10000000.0,10000000.0
Change To Liabilities,91000000.0,-3000000.0,-46000000.0,-109000000.0,539000000.0
Total Cashflows From Investing Activities,-2199000000.0,1055000000.0,921000000.0,-646000000.0,-1574000000.0
Net Borrowings,-1226000000.0,-1226000000.0,-162000000.0,-1302000000.0,-1302000000.0
Total Cash From Financing Activities,9000000.0,-4203000000.0,-3639000000.0,-306000000.0,-3292000000.0
Change To Operating Activities,58000000.0,-86000000.0,-11000000.0,-90000000.0,-220000000.0
Net Income,898000000.0,3064000000.0,-355000000.0,-2680000000.0,2813000000.0
Change In Cash,725000000.0,-238000000.0,-602000000.0,393000000.0,34000000.0
Repurchase Of Stock,-46000000.0,-2995000000.0,-1875000000.0,-56000000.0,-634000000.0
Effect Of Exchange Rate,6000000.0,206000000.0,45000000.0,-9000000.0,1000000.0
Total Cash From Operating Activities,2909000000.0,2704000000.0,2071000000.0,1354000000.0,4899000000.0
Depreciation,1252000000.0,1458000000.0,1515000000.0,1320000000.0,2190000000.0
Dividends Paid,-127000000.0,-149000000.0,-140000000.0,-160000000.0,-298000000.0
Change To Account Receivables,-139000000.0,-69000000.0,-3000000.0,231000000.0,-526000000.0
Other Cashflows From Financing Activities,182000000.0,167000000.0,-1462000000.0,7000000.0,-41000000.0
Change To Netincome,749000000.0,-1660000000.0,993000000.0,2809000000.0,12000000.0
Capital Expenditures,-1658000000.0,-2171000000.0,-1941000000.0,-1161000000.0,-2007000000.0
Other Cashflows From Investing Activities,-966000000.0,2726000000.0,2472000000.0,481000000.0,
