,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,10000000.0,10000000.0,10000000.0,10000000.0,8000000.0,9000000.0,-17000000.0,-6000000.0,-6000000.0
Change To Liabilities,-44000000.0,11000000.0,-47000000.0,16000000.0,72000000.0,469000000.0,-18000000.0,247000000.0,540000000.0
Total Cashflows From Investing Activities,-134000000.0,-202000000.0,95000000.0,-130000000.0,-452000000.0,-474000000.0,-518000000.0,-670000000.0,-670000000.0
Total Cash From Financing Activities,-39000000.0,-46000000.0,-134000000.0,-824000000.0,-982000000.0,-337000000.0,-1149000000.0,-1171000000.0,-1171000000.0
Change To Operating Activities,-136000000.0,26000000.0,45000000.0,-95000000.0,-76000000.0,-29000000.0,-22000000.0,67000000.0,4000000.0
Net Income,-670000000.0,-92000000.0,-102000000.0,213000000.0,256000000.0,838000000.0,1506000000.0,0.0,1932000000.0
Change In Cash,-58000000.0,228000000.0,340000000.0,-359000000.0,-339000000.0,782000000.0,-50000000.0,832000000.0,832000000.0
Repurchase Of Stock,-1000000.0,-1000000.0,-1000000.0,-33000000.0,-9000000.0,-3000000.0,-589000000.0,-336000000.0,-336000000.0
Effect Of Exchange Rate,8000000.0,4000000.0,2000000.0,3000000.0,2000000.0,-5000000.0,1000000.0,-5000000.0,-5000000.0
Total Cash From Operating Activities,107000000.0,472000000.0,377000000.0,592000000.0,1093000000.0,1598000000.0,1616000000.0,2678000000.0,2678000000.0
Depreciation,299000000.0,299000000.0,306000000.0,481000000.0,536000000.0,579000000.0,585000000.0,503000000.0,535000000.0
Dividends Paid,-42000000.0,-43000000.0,-41000000.0,-128000000.0,-75000000.0,-74000000.0,-73000000.0,-109000000.0,-105000000.0
Change To Account Receivables,80000000.0,21000000.0,-108000000.0,-63000000.0,-100000000.0,-332000000.0,-31000000.0,-457000000.0,-346000000.0
Other Cashflows From Financing Activities,3000000.0,-3000000.0,5000000.0,-28000000.0,-2000000.0,-5000000.0,-6000000.0,-5000000.0,-5000000.0
Change To Netincome,577000000.0,207000000.0,171000000.0,25000000.0,284000000.0,113000000.0,-401000000.0,488000000.0,13000000.0
Capital Expenditures,-308000000.0,-204000000.0,-220000000.0,-499000000.0,-509000000.0,-484000000.0,-515000000.0,-673000000.0,-673000000.0
Net Borrowings,-560000000.0,-560000000.0,-560000000.0,-560000000.0,-742000000.0,,,,
Other Cashflows From Investing Activities,171000000.0,1000000.0,310000000.0,,,,,,
