,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,134000000.0,552000000.0,789000000.0,-855000000.0,-2810000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-3984000000.0,-7077000000.0,-3875000000.0,-6136000000.0,-10486000000.0
Net Borrowings,-2680000000.0,2796000000.0,-3055000000.0,-5738000000.0,-1506000000.0
Total Cash From Financing Activities,1429000000.0,6352000000.0,1490000000.0,15372000000.0,4636000000.0
Change To Operating Activities,-621000000.0,-914000000.0,-522000000.0,-2978000000.0,-962000000.0
Net Income,1652000000.0,1721000000.0,1791000000.0,1057000000.0,2319000000.0
Change In Cash,-672000000.0,1042000000.0,-688000000.0,9347000000.0,-3575000000.0
Repurchase Of Stock,-840000000.0,-1038000000.0,-1241000000.0,-286000000.0,-317000000.0
Total Cash From Operating Activities,1883000000.0,1767000000.0,1697000000.0,111000000.0,2275000000.0
Depreciation,307000000.0,300000000.0,439000000.0,363000000.0,390000000.0
Other Cashflows From Investing Activities,-44000000.0,-419000000.0,-106000000.0,-65000000.0,-1366000000.0
Dividends Paid,-336000000.0,-485000000.0,-682000000.0,-770000000.0,-783000000.0
Other Cashflows From Financing Activities,5285000000.0,4486000000.0,5738000000.0,21771000000.0,7196000000.0
Change To Netincome,365000000.0,471000000.0,-205000000.0,1454000000.0,293000000.0
Capital Expenditures,-253000000.0,-232000000.0,-95000000.0,-118000000.0,-124000000.0
