,2020-06-26,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01
Intangible Assets,676005000.0,658340000.0,715641000.0,1684682000.0,1635221000.0,1565758000.0
Capital Surplus,2589263000.0,2598446000.0,2597586000.0,2621454000.0,2646851000.0,2590012000.0
Total Liab,6726772000.0,6498686000.0,6624258000.0,8931357000.0,8421492000.0,8000050000.0
Total Stockholder Equity,5835813000.0,5815712000.0,6099490000.0,6008439000.0,6152906000.0,5940041000.0
Minority Interest,49181000.0,39955000.0,43877000.0,622272000.0,634886000.0,692518000.0
Other Current Liab,450326000.0,491172000.0,530757000.0,531146000.0,565457000.0,570005000.0
Total Assets,12611766000.0,12354353000.0,12767625000.0,15562068000.0,15209284000.0,14632609000.0
Common Stock,130180000.0,129748000.0,130035000.0,130172000.0,130293000.0,128893000.0
Other Current Assets,,,,273600000.0,12600000.0,12300000.0
Retained Earnings,4028062000.0,4020575000.0,4249408000.0,4125452000.0,4246173000.0,4015578000.0
Other Liab,1048758000.0,1113446000.0,1168355000.0,1305484000.0,1303225000.0,1180835000.0
Good Will,5616849000.0,5639091000.0,5808484000.0,7235520000.0,7232270000.0,7197000000.0
Treasury Stock,-911692000.0,-933057000.0,-877539000.0,-868639000.0,-870411000.0,-794442000.0
Other Assets,471303000.0,621037000.0,415420000.0,417888000.0,437993000.0,443242000.0
Cash,1024810000.0,862424000.0,837012000.0,893284000.0,966146000.0,1014249000.0
Total Current Liabilities,2728474000.0,2941597000.0,2888697000.0,3402839000.0,3243220000.0,3209924000.0
Deferred Long Term Asset Charges,,211047000.0,158491000.0,147218000.0,178901000.0,103193000.0
Short Long Term Debt,,,,53813000.0,53813000.0,53456000.0
Other Stockholder Equity,-911692000.0,-933057000.0,-877539000.0,-868639000.0,-870411000.0,-794442000.0
Property Plant Equipment,1064798000.0,896286000.0,901027000.0,1014660000.0,1027119000.0,1003214000.0
Total Current Assets,4612311000.0,4539599000.0,4786853000.0,5077918000.0,4742281000.0,4291895000.0
Long Term Investments,170500000.0,,140200000.0,131400000.0,134400000.0,131500000.0
Net Tangible Assets,-457041000.0,-481719000.0,-424635000.0,-2911763000.0,-2714585000.0,-2822717000.0
Net Receivables,3153664000.0,3167310000.0,3265260000.0,3301623000.0,3188950000.0,3101418000.0
Long Term Debt,2180166000.0,1708441000.0,1831869000.0,3439052000.0,3082445000.0,2850933000.0
Accounts Payable,1049224000.0,1061754000.0,999483000.0,914408000.0,923265000.0,908441000.0
Short Term Investments,312300000.0,347510000.0,540357000.0,451405000.0,450113000.0,
