,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26
Intangible Assets,656898000.0,818781000.0,244356000.0,822229000.0,820116000.0,809163000.0,215993000.0,209325000.0
Capital Surplus,1851695000.0,1872519000.0,1880354000.0,1892934000.0,1927137000.0,1950464000.0,1960722000.0,1982561000.0
Total Liab,1479181000.0,1446328000.0,1515257000.0,1283902000.0,1818476000.0,1716751000.0,1740268000.0,1454407000.0
Total Stockholder Equity,4740861000.0,5104341000.0,5516116000.0,5715827000.0,5584248000.0,5854738000.0,6114159000.0,6248842000.0
Deferred Long Term Liab,18748000.0,17676000.0,16510000.0,14520000.0,13814000.0,13035000.0,12361000.0,11396000.0
Other Current Liab,648379000.0,526350000.0,431737000.0,307448000.0,724567000.0,627048000.0,519227000.0,404804000.0
Total Assets,6220042000.0,6550669000.0,7031373000.0,6999729000.0,7402724000.0,7571489000.0,7854427000.0,7703249000.0
Common Stock,17979000.0,17979000.0,17979000.0,17979000.0,17979000.0,17979000.0,17979000.0,17979000.0
Other Current Assets,22033000.0,21067000.0,20145000.0,18175000.0,16966000.0,16046000.0,15961000.0,15003000.0
Retained Earnings,3107768000.0,3421159000.0,3754372000.0,3974184000.0,3775874000.0,4034912000.0,4320737000.0,4532102000.0
Other Liab,255254000.0,264956000.0,275082000.0,276036000.0,285310000.0,271285000.0,222076000.0,219779000.0
Good Will,,,584210000.0,,,,575080000.0,572996000.0
Treasury Stock,-236581000.0,-207316000.0,-136589000.0,-169270000.0,-136742000.0,-148617000.0,-185279000.0,-283800000.0
Other Assets,444295000.0,443405000.0,452116000.0,452458000.0,444117000.0,434856000.0,375949000.0,406507000.0
Cash,1354924000.0,1223516000.0,1458442000.0,1599475000.0,1639447000.0,1639056000.0,1498058000.0,1417531000.0
Total Current Liabilities,1163927000.0,1122956000.0,1164217000.0,933125000.0,1458830000.0,1373939000.0,1448148000.0,1152501000.0
Deferred Long Term Asset Charges,254202000.0,247502000.0,245455000.0,248852000.0,250230000.0,251983000.0,260205000.0,301718000.0
Other Stockholder Equity,89729000.0,118978000.0,183427000.0,140252000.0,166627000.0,154756000.0,117835000.0,10911000.0
Property Plant Equipment,867389000.0,888510000.0,950165000.0,954324000.0,1051021000.0,1064915000.0,1156935000.0,1193718000.0
Total Current Assets,3258439000.0,3341870000.0,3669351000.0,3557920000.0,3883765000.0,4008966000.0,4261772000.0,4082203000.0
Long Term Investments,993021000.0,1058103000.0,1131175000.0,1212798000.0,1203705000.0,1253589000.0,1268698000.0,1238500000.0
Net Tangible Assets,4083963000.0,4285560000.0,4687550000.0,4893598000.0,4764132000.0,5045575000.0,5323086000.0,5466521000.0
Short Term Investments,380880000.0,430164000.0,387642000.0,342656000.0,330567000.0,345214000.0,347980000.0,375237000.0
Net Receivables,533407000.0,667701000.0,859645000.0,568036000.0,747428000.0,649016000.0,854433000.0,610243000.0
Inventory,813243000.0,821377000.0,762084000.0,837934000.0,938607000.0,1113503000.0,1227609000.0,1339530000.0
Accounts Payable,193216000.0,235467000.0,258885000.0,250789000.0,303947000.0,318604000.0,370048000.0,298992000.0
