,2021-04-03,2020-12-31,2020-10-03,2020-07-04
Intangible Assets,647479000.0,668021000.0,678558000.0,698437000.0
Capital Surplus,2160909000.0,2121288000.0,2117582000.0,2106907000.0
Total Liab,9310685000.0,8893533000.0,8802210000.0,8142480000.0
Total Stockholder Equity,11447240000.0,10788665000.0,10302414000.0,10194820000.0
Minority Interest,414483000.0,443196000.0,414653000.0,428665000.0
Other Current Liab,295800000.0,260261000.0,243600000.0,251100000.0
Total Assets,21172408000.0,20125394000.0,19519277000.0,18765965000.0
Common Stock,152061000.0,152061000.0,152061000.0,152061000.0
Other Current Assets,356727000.0,116948000.0,306762000.0,336115000.0
Retained Earnings,12163626000.0,11343852000.0,11068908000.0,10998533000.0
Other Liab,1067203000.0,918148000.0,976722000.0,898339000.0
Good Will,2235183000.0,2229672000.0,2195788000.0,2190144000.0
Treasury Stock,-3029356000.0,-2828536000.0,-3036137000.0,-3062681000.0
Other Assets,848927000.0,226041000.0,328151000.0,164469000.0
Cash,2460723000.0,2639671000.0,2866578000.0,2789189000.0
Total Current Liabilities,2970446000.0,2627860000.0,2373295000.0,1965038000.0
Other Stockholder Equity,-103560000.0,-118861000.0,-315469000.0,-340836000.0
Property Plant Equipment,7031688000.0,6992998000.0,6829733000.0,6556451000.0
Total Current Assets,10409131000.0,9488662000.0,8965847000.0,8634964000.0
Net Tangible Assets,8564578000.0,7890972000.0,7428068000.0,7306239000.0
Short Term Investments,402595000.0,408004000.0,412401000.0,247473000.0
Net Receivables,2828964000.0,2754950000.0,2119421000.0,1888929000.0
Long Term Debt,5273036000.0,5192336000.0,5452193000.0,5279103000.0
Inventory,4360122000.0,3569089000.0,3260685000.0,3373258000.0
Accounts Payable,1589932000.0,1221659000.0,1095787000.0,836371000.0
Long Term Investments,,520000000.0,521200000.0,521500000.0
Short Long Term Debt,,,10475000.0,29521000.0
