,2020-07-04,2020-10-03,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02,2022-07-02
Investments,-108078000.0,-160090000.0,-23487000.0,5232000.0,4194000.0,151138000.0,-5803000.0,-193927000.0,83418000.0
Change To Liabilities,-244877000.0,288276000.0,235195000.0,225333000.0,501316000.0,-383635000.0,40414000.0,-165476000.0,363538000.0
Total Cashflows From Investing Activities,-460051000.0,-615844000.0,-433522000.0,-301994000.0,-379406000.0,-1695109000.0,-497343000.0,-981681000.0,-3554589000.0
Net Borrowings,1024236000.0,141766000.0,-5872000.0,-1607000.0,44387000.0,199041000.0,4986000.0,1069357000.0,509363000.0
Total Cash From Financing Activities,852426000.0,-27245000.0,-310713000.0,-410664000.0,-747124000.0,-797077000.0,-1648014000.0,-189309000.0,-425033000.0
Change To Operating Activities,78170000.0,181494000.0,-35125000.0,160069000.0,322237000.0,476277000.0,180840000.0,-531772000.0,376188000.0
Issuance Of Stock,11846000.0,11846000.0,11846000.0,107524000.0,21276000.0,15074000.0,1381000.0,16586000.0,2233000.0
Net Income,108881000.0,193415000.0,398843000.0,942432000.0,1506868000.0,2127743000.0,2250418000.0,2095623000.0,2561233000.0
Change In Cash,1544032000.0,209012000.0,-243272000.0,-178940000.0,231017000.0,-761368000.0,463020000.0,1304850000.0,-1722538000.0
Repurchase Of Stock,-17054000.0,-428000.0,-1411000.0,-316380000.0,-664181000.0,-864781000.0,-1504006000.0,-913836000.0,-852275000.0
Effect Of Exchange Rate,2895000.0,-3522000.0,9677000.0,3307000.0,4772000.0,-6359000.0,-2036000.0,3672000.0,-4489000.0
Total Cash From Operating Activities,1148762000.0,855623000.0,491286000.0,530411000.0,1352775000.0,1737177000.0,2610413000.0,2472168000.0,2261573000.0
Depreciation,194581000.0,196709000.0,223901000.0,200950000.0,245400000.0,218925000.0,241288000.0,236889000.0,247648000.0
Other Cashflows From Investing Activities,597000.0,-34668000.0,365000.0,249000.0,338000.0,455000.0,-643000.0,-183000.0,-6913000.0
Dividends Paid,-122679000.0,-123017000.0,-123019000.0,-123901000.0,-122638000.0,-120067000.0,-116863000.0,-137587000.0,-134451000.0
Change To Inventory,505997000.0,126430000.0,-306353000.0,-795940000.0,-878022000.0,-302776000.0,-330598000.0,124201000.0,-282177000.0
Change To Account Receivables,388460000.0,-226877000.0,-166837000.0,-524570000.0,-568451000.0,-529647000.0,230584000.0,-92394000.0,-556175000.0
Other Cashflows From Financing Activities,-32077000.0,-45566000.0,-192257000.0,-76300000.0,-25968000.0,-26344000.0,-33512000.0,-223829000.0,50097000.0
Change To Netincome,147392000.0,103473000.0,357785000.0,121249000.0,134028000.0,158382000.0,-54017000.0,132955000.0,190019000.0
Capital Expenditures,-360760000.0,-401764000.0,-364138000.0,-313510000.0,-388868000.0,-504710000.0,-414901000.0,-447682000.0,-521113000.0
