,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,11992000.0,14106000.0,11372000.0,12111000.0
Total Cashflows From Investing Activities,15581000.0,-49417000.0,-219545000.0,-117877000.0
Net Borrowings,5605000.0,-888000.0,-1775000.0,-1775000.0
Total Cash From Financing Activities,145665000.0,-247796000.0,650672000.0,-165909000.0
Change To Operating Activities,-48248000.0,-52858000.0,-72300000.0,-86772000.0
Net Income,123486000.0,137065000.0,180576000.0,143453000.0
Change In Cash,291395000.0,-112396000.0,655390000.0,-56579000.0
Repurchase Of Stock,-89730000.0,-125436000.0,-42528000.0,-114851000.0
Total Cash From Operating Activities,130149000.0,184817000.0,224263000.0,227207000.0
Depreciation,12395000.0,17157000.0,23211000.0,26273000.0
Other Cashflows From Investing Activities,74970000.0,10489000.0,-126611000.0,-23775000.0
Change To Inventory,462000.0,-306000.0,-403000.0,-41000.0
Change To Account Receivables,-237000.0,-1838000.0,-5884000.0,168000.0
Other Cashflows From Financing Activities,229790000.0,-121472000.0,694975000.0,-49283000.0
Change To Netincome,29537000.0,55874000.0,68714000.0,111306000.0
Capital Expenditures,-59389000.0,-59906000.0,-92934000.0,-94102000.0
