,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,13074000.0,-59591000.0,-3228000.0,-19315000.0,76469000.0
Change To Liabilities,-2114000.0,-760000.0,4175000.0,997000.0,6677000.0
Total Cashflows From Investing Activities,-1007230000.0,-106024000.0,-282693000.0,-25641000.0,-286352000.0
Net Borrowings,1186183000.0,113250000.0,183449000.0,537000.0,-318269000.0
Total Cash From Financing Activities,568948000.0,-508494000.0,-268206000.0,-210589000.0,-656459000.0
Change To Operating Activities,-7640000.0,2017000.0,-7518000.0,-11823000.0,-2491000.0
Issuance Of Stock,88558000.0,99000.0,9000.0,125877000.0,82606000.0
Net Income,176077000.0,249127000.0,239430000.0,44889000.0,361411000.0
Change In Cash,31502000.0,-4191000.0,70372000.0,262888000.0,-283423000.0
Repurchase Of Stock,-18649000.0,-220623000.0,-38982000.0,-5512000.0,-4083000.0
Total Cash From Operating Activities,469784000.0,610327000.0,621271000.0,499118000.0,659388000.0
Depreciation,311057000.0,326358000.0,330416000.0,305360000.0,280395000.0
Other Cashflows From Investing Activities,-7028000.0,14602000.0,5544000.0,1801000.0,668000.0
Dividends Paid,-327679000.0,-375978000.0,-390598000.0,-300537000.0,-403085000.0
Change To Account Receivables,-26081000.0,-26374000.0,-4690000.0,16944000.0,-24869000.0
Other Cashflows From Financing Activities,-34465000.0,-25242000.0,-22084000.0,-30954000.0,-13628000.0
Change To Netincome,8976000.0,49483000.0,48288000.0,133728000.0,32262000.0
