,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,14119000.0,-5869000.0,5407000.0,-16940000.0,54257000.0,27344000.0,11808000.0,16719000.0
Change To Liabilities,38480000.0,9241000.0,-19226000.0,-14716000.0,21884000.0,18711000.0,-19202000.0,-29387000.0
Total Cashflows From Investing Activities,-25573000.0,-37396000.0,39881000.0,6770000.0,66264000.0,-74605000.0,-284781000.0,58354000.0
Net Borrowings,-108751000.0,-303021000.0,-66253000.0,-272076000.0,-2564000.0,-12572000.0,-31057000.0,-2846000.0
Total Cash From Financing Activities,-215655000.0,-426256000.0,-66836000.0,-385262000.0,-104896000.0,-32514000.0,-133787000.0,-117543000.0
Change To Operating Activities,3054000.0,1448000.0,7583000.0,-10017000.0,-2585000.0,-3957000.0,14068000.0,-8277000.0
Issuance Of Stock,199000.0,199000.0,96000.0,96000.0,82510000.0,82510000.0,63000.0,63000.0
Net Income,19046000.0,12688000.0,38487000.0,80656000.0,95490000.0,117406000.0,67859000.0,195228000.0
Change In Cash,-149487000.0,-306482000.0,97574000.0,-239130000.0,147293000.0,76072000.0,-267658000.0,83703000.0
Repurchase Of Stock,-251000.0,-107000.0,-3996000.0,-3996000.0,-21000.0,-49000.0,-17000.0,-6246000.0
Total Cash From Operating Activities,91741000.0,157170000.0,124529000.0,139362000.0,185925000.0,183191000.0,150910000.0,142892000.0
Depreciation,75062000.0,77417000.0,76046000.0,71683000.0,68619000.0,69389000.0,70704000.0,72540000.0
Other Cashflows From Investing Activities,-241000.0,-11000.0,2080000.0,1229000.0,-354000.0,470000.0,-677000.0,482000.0
Dividends Paid,-100562000.0,-100567000.0,-100580000.0,-100580000.0,-100653000.0,-100664000.0,-101188000.0,-106887000.0
Change To Account Receivables,-42680000.0,28183000.0,12872000.0,15760000.0,-3049000.0,-21370000.0,-16210000.0,3396000.0
Other Cashflows From Financing Activities,-6091000.0,-22760000.0,-583000.0,-8706000.0,-1658000.0,-1739000.0,-1525000.0,-1627000.0
Change To Netincome,-3839000.0,25864000.0,7310000.0,-6171000.0,4254000.0,1883000.0,32296000.0,-91987000.0
