,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Change To Liabilities,368000000.0,-60000000.0,1000000.0,29000000.0,95000000.0,106000000.0,-100000000.0
Total Cashflows From Investing Activities,-50000000.0,-147000000.0,-64000000.0,-50000000.0,-17000000.0,-2000000.0,-20000000.0
Net Borrowings,-35000000.0,-241000000.0,-113000000.0,-143000000.0,-3000000.0,-300000000.0,1821000000.0
Total Cash From Financing Activities,76000000.0,-409000000.0,-255000000.0,-574000000.0,-342000000.0,-705000000.0,1679000000.0
Change To Operating Activities,18000000.0,43000000.0,38000000.0,-99000000.0,131000000.0,-49000000.0,132000000.0
Net Income,224000000.0,266000000.0,251000000.0,308000000.0,326000000.0,331000000.0,281000000.0
Change In Cash,707000000.0,-175000000.0,49000000.0,-56000000.0,199000000.0,-371000000.0,1904000000.0
Effect Of Exchange Rate,17000000.0,33000000.0,59000000.0,-17000000.0,25000000.0,-19000000.0,-32000000.0
Total Cash From Operating Activities,664000000.0,348000000.0,309000000.0,585000000.0,533000000.0,355000000.0,277000000.0
Depreciation,49000000.0,48000000.0,51000000.0,51000000.0,51000000.0,50000000.0,51000000.0
Other Cashflows From Investing Activities,-3000000.0,-76000000.0,10000000.0,36000000.0,-8000000.0,37000000.0,42000000.0
Dividends Paid,-87000000.0,-86000000.0,-87000000.0,-87000000.0,-102000000.0,-102000000.0,-102000000.0
Change To Inventory,-22000000.0,-30000000.0,25000000.0,-39000000.0,22000000.0,35000000.0,-4000000.0
Change To Account Receivables,-32000000.0,-9000000.0,-79000000.0,314000000.0,-143000000.0,-138000000.0,-132000000.0
Other Cashflows From Financing Activities,198000000.0,-82000000.0,-55000000.0,-44000000.0,-31000000.0,-84000000.0,-40000000.0
Change To Netincome,59000000.0,90000000.0,22000000.0,21000000.0,51000000.0,20000000.0,49000000.0
Capital Expenditures,-36000000.0,-37000000.0,-71000000.0,-44000000.0,-40000000.0,-31000000.0,-41000000.0
Repurchase Of Stock,-300000000.0,-300000000.0,-300000000.0,-300000000.0,-206000000.0,-219000000.0,
Investments,-18000000.0,-18000000.0,-18000000.0,-18000000.0,58000000.0,,
