,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,448000000.0,484000000.0,489000000.0,458000000.0
Total Liab,13791000000.0,13911000000.0,13856000000.0,14017000000.0
Total Stockholder Equity,-3910000000.0,-3832000000.0,-4024000000.0,-4242000000.0
Minority Interest,624000000.0,631000000.0,641000000.0,666000000.0
Other Current Liab,2983000000.0,2724000000.0,2532000000.0,2489000000.0
Total Assets,10505000000.0,10710000000.0,10473000000.0,10441000000.0
Common Stock,68000000.0,4000000.0,4000000.0,4000000.0
Other Current Assets,379000000.0,446000000.0,432000000.0,502000000.0
Retained Earnings,-2855000000.0,-3076000000.0,-3241000000.0,-3418000000.0
Other Liab,1575000000.0,1609000000.0,1678000000.0,1618000000.0
Good Will,1727000000.0,1773000000.0,1700000000.0,1639000000.0
Treasury Stock,-1123000000.0,-815000000.0,-819000000.0,-843000000.0
Other Assets,671000000.0,644000000.0,744000000.0,718000000.0
Cash,1725000000.0,1782000000.0,1733000000.0,1912000000.0
Total Current Liabilities,6395000000.0,6673000000.0,6291000000.0,5762000000.0
Deferred Long Term Asset Charges,341000000.0,334000000.0,456000000.0,427000000.0
Other Stockholder Equity,-823000000.0,-815000000.0,-819000000.0,-843000000.0
Property Plant Equipment,1313000000.0,1316000000.0,1269000000.0,1234000000.0
Total Current Assets,6346000000.0,6493000000.0,6271000000.0,6392000000.0
Net Tangible Assets,-6085000000.0,-6089000000.0,-6213000000.0,-6339000000.0
Net Receivables,3556000000.0,3606000000.0,3439000000.0,3349000000.0
Long Term Debt,5457000000.0,5262000000.0,5512000000.0,6260000000.0
Inventory,686000000.0,659000000.0,667000000.0,629000000.0
Accounts Payable,1459000000.0,1453000000.0,1392000000.0,1349000000.0
Capital Surplus,,55000000.0,32000000.0,15000000.0
