,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,3504000000.0,2288000000.0,2190000000.0,-4263000000.0,385000000.0
Change To Liabilities,-362000000.0,-537000000.0,-492000000.0,42000000.0,-1166000000.0
Total Cashflows From Investing Activities,-27572000000.0,-20763000000.0,-10899000000.0,-21826000000.0,-16355000000.0
Net Borrowings,18455000000.0,11664000000.0,-2531000000.0,6141000000.0,406000000.0
Total Cash From Financing Activities,12584000000.0,11454000000.0,-4677000000.0,5552000000.0,1744000000.0
Change To Operating Activities,-4492000000.0,-1655000000.0,-2186000000.0,874000000.0,557000000.0
Net Income,-3864000000.0,8014000000.0,6732000000.0,6427000000.0,10019000000.0
Change In Cash,2688000000.0,5648000000.0,-553000000.0,174000000.0,425000000.0
Effect Of Exchange Rate,348000000.0,-299000000.0,2000000.0,-222000000.0,-152000000.0
Total Cash From Operating Activities,17328000000.0,15256000000.0,15021000000.0,16670000000.0,15188000000.0
Depreciation,4798000000.0,5175000000.0,6327000000.0,5094000000.0,5460000000.0
Other Cashflows From Investing Activities,-3363000000.0,205000000.0,138000000.0,-65000000.0,-635000000.0
Change To Inventory,440000000.0,399000000.0,-761000000.0,-104000000.0,-3155000000.0
Change To Account Receivables,1402000000.0,492000000.0,-563000000.0,-1341000000.0,493000000.0
Other Cashflows From Financing Activities,836000000.0,2032000000.0,204000000.0,80000000.0,1338000000.0
Change To Netincome,12240000000.0,-4524000000.0,-1982000000.0,-2034000000.0,-3512000000.0
Capital Expenditures,-27633000000.0,-25497000000.0,-23996000000.0,-20533000000.0,-22111000000.0
Dividends Paid,-2215000000.0,-2242000000.0,-2350000000.0,-669000000.0,
Repurchase Of Stock,-4492000000.0,,,,
