,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,-984000000.0,-1210000000.0,909000000.0,1266000000.0,1570000000.0,-384000000.0,-2067000000.0
Change To Liabilities,0.0,0.0,42000000.0,0.0,0.0,0.0,-1166000000.0
Total Cashflows From Investing Activities,-5766000000.0,-4483000000.0,-5007000000.0,-2984000000.0,-4026000000.0,-3929000000.0,-5416000000.0
Net Borrowings,262000000.0,-9947000000.0,-8711000000.0,2191000000.0,-906000000.0,-1505000000.0,626000000.0
Total Cash From Financing Activities,36000000.0,-9557000000.0,-8607000000.0,3617000000.0,-780000000.0,-1625000000.0,532000000.0
Change To Operating Activities,-5086000000.0,4042000000.0,3679000000.0,-4807000000.0,833000000.0,-4709000000.0,9240000000.0
Net Income,-758000000.0,4045000000.0,2846000000.0,3022000000.0,2836000000.0,2420000000.0,1741000000.0
Change In Cash,-8526000000.0,-2784000000.0,-6739000000.0,1759000000.0,2489000000.0,-5714000000.0,1891000000.0
Effect Of Exchange Rate,19000000.0,25000000.0,182000000.0,-140000000.0,133000000.0,-111000000.0,-34000000.0
Total Cash From Operating Activities,-2815000000.0,11231000000.0,6693000000.0,1266000000.0,7162000000.0,-49000000.0,6809000000.0
Depreciation,1305000000.0,1399000000.0,998000000.0,1362000000.0,1449000000.0,1542000000.0,1107000000.0
Other Cashflows From Investing Activities,-67000000.0,39000000.0,51000000.0,-90000000.0,-195000000.0,-390000000.0,40000000.0
Change To Inventory,-104000000.0,-104000000.0,-104000000.0,-3155000000.0,-3155000000.0,-3155000000.0,-3155000000.0
Change To Account Receivables,-1341000000.0,-1341000000.0,-1341000000.0,493000000.0,493000000.0,493000000.0,493000000.0
Other Cashflows From Financing Activities,-224000000.0,451000000.0,120000000.0,1502000000.0,144000000.0,-44000000.0,-94000000.0
Change To Netincome,-176000000.0,-55000000.0,-1639000000.0,-11000000.0,544000000.0,-902000000.0,-3143000000.0
Capital Expenditures,-3433000000.0,-5406000000.0,-6737000000.0,-6991000000.0,-7899000000.0,-6118000000.0,-1103000000.0
Dividends Paid,-2000000.0,-61000000.0,-16000000.0,-76000000.0,-18000000.0,-76000000.0,
