,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-87000000.0,141000000.0,-52000000.0,645000000.0
Net Borrowings,-297000000.0,-8000000.0,-8000000.0,-508000000.0
Total Cash From Financing Activities,-401000000.0,-119000000.0,-100000000.0,-633000000.0
Change To Operating Activities,130000000.0,60000000.0,144000000.0,-578000000.0
Issuance Of Stock,2000000.0,3000000.0,8000000.0,1000000.0
Net Income,94000000.0,121000000.0,476000000.0,733000000.0
Change In Cash,188000000.0,560000000.0,442000000.0,-130000000.0
Effect Of Exchange Rate,14000000.0,17000000.0,26000000.0,-14000000.0
Total Cash From Operating Activities,662000000.0,521000000.0,568000000.0,-128000000.0
Depreciation,157000000.0,154000000.0,163000000.0,155000000.0
Dividends Paid,-87000000.0,-88000000.0,-87000000.0,-92000000.0
Change To Account Receivables,174000000.0,231000000.0,-287000000.0,-115000000.0
Other Cashflows From Financing Activities,-18000000.0,-13000000.0,-13000000.0,-34000000.0
Change To Netincome,78000000.0,-72000000.0,51000000.0,-342000000.0
Capital Expenditures,-69000000.0,-48000000.0,-40000000.0,-37000000.0
Other Cashflows From Investing Activities,-2000000.0,-5000000.0,5000000.0,
Repurchase Of Stock,-1000000.0,-13000000.0,,
