,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,-402000000.0,1626000000.0,-267000000.0,-52000000.0,-34000000.0,-36000000.0,-52000000.0,-66000000.0,-1098000000.0
Change To Liabilities,-152000000.0,334000000.0,279000000.0,-198000000.0,497000000.0,368000000.0,98000000.0,314000000.0,-236000000.0
Total Cashflows From Investing Activities,-1377000000.0,-3495000000.0,-4074000000.0,-2612000000.0,-3019000000.0,-2775000000.0,-5040000000.0,-2597000000.0,-4195000000.0
Net Borrowings,1058000000.0,-1332000000.0,-1701000000.0,68000000.0,-5470000000.0,-1124000000.0,-2344000000.0,13000000.0,-101000000.0
Total Cash From Financing Activities,-1899000000.0,-2066000000.0,-2922000000.0,-1898000000.0,-7166000000.0,-3882000000.0,-5672000000.0,-4490000000.0,-4146000000.0
Change To Operating Activities,1728000000.0,-1069000000.0,524000000.0,517000000.0,-78000000.0,-1445000000.0,708000000.0,-16000000.0,-1547000000.0
Net Income,2988000000.0,2019000000.0,3380000000.0,3329000000.0,3738000000.0,4035000000.0,3057000000.0,3549000000.0,3396000000.0
Change In Cash,5367000000.0,-239000000.0,-1969000000.0,3208000000.0,-2558000000.0,-560000000.0,-3079000000.0,135000000.0,-2055000000.0
Repurchase Of Stock,-36000000.0,-160000000.0,-105000000.0,-309000000.0,-648000000.0,-1660000000.0,-2055000000.0,-3223000000.0,-3065000000.0
Effect Of Exchange Rate,94000000.0,94000000.0,-15000000.0,-33000000.0,21000000.0,-3000000.0,-56000000.0,-35000000.0,-41000000.0
Total Cash From Operating Activities,8643000000.0,5228000000.0,5042000000.0,7751000000.0,7606000000.0,6100000000.0,7689000000.0,7257000000.0,6327000000.0
Depreciation,3264000000.0,3320000000.0,3252000000.0,3362000000.0,3383000000.0,3477000000.0,3582000000.0,3548000000.0,3468000000.0
Other Cashflows From Investing Activities,18000000.0,-134000000.0,351000000.0,98000000.0,119000000.0,143000000.0,91000000.0,44000000.0,41000000.0
Dividends Paid,-1051000000.0,-1058000000.0,-1054000000.0,-1080000000.0,-1150000000.0,-1157000000.0,-1145000000.0,-1166000000.0,-1211000000.0
Change To Account Receivables,702000000.0,82000000.0,-1002000000.0,554000000.0,-417000000.0,-857000000.0,-615000000.0,-527000000.0,189000000.0
Other Cashflows From Financing Activities,-1870000000.0,484000000.0,-62000000.0,-577000000.0,102000000.0,59000000.0,-128000000.0,-114000000.0,231000000.0
Change To Netincome,113000000.0,542000000.0,-1391000000.0,187000000.0,483000000.0,522000000.0,859000000.0,389000000.0,1057000000.0
Capital Expenditures,-2413000000.0,-2797000000.0,-3215000000.0,-2287000000.0,-2420000000.0,-2264000000.0,-3179000000.0,-2003000000.0,-2435000000.0
