,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,-173000000.0,-68000000.0,-36000000.0,128000000.0,122000000.0
Total Cashflows From Investing Activities,1472000000.0,313000000.0,-88000000.0,-335000000.0,-173000000.0
Net Borrowings,703000000.0,292000000.0,473000000.0,128000000.0,493000000.0
Total Cash From Financing Activities,-1795000000.0,-2620000000.0,-938000000.0,-738000000.0,-1767000000.0
Change To Operating Activities,-10000000.0,-8000000.0,-8000000.0,8000000.0,-33000000.0
Net Income,1340000000.0,1542000000.0,1294000000.0,904000000.0,1575000000.0
Change In Cash,768000000.0,-1194000000.0,294000000.0,256000000.0,-253000000.0
Repurchase Of Stock,-1960000000.0,-2390000000.0,-815000000.0,-239000000.0,-1591000000.0
Effect Of Exchange Rate,61000000.0,-63000000.0,5000000.0,24000000.0,-19000000.0
Total Cash From Operating Activities,1030000000.0,1176000000.0,1315000000.0,1305000000.0,1706000000.0
Depreciation,253000000.0,137000000.0,112000000.0,146000000.0,164000000.0
Other Cashflows From Investing Activities,17000000.0,-12000000.0,-2000000.0,8000000.0,-28000000.0
Dividends Paid,-416000000.0,-462000000.0,-511000000.0,-566000000.0,-592000000.0
Change To Account Receivables,-19000000.0,-66000000.0,-56000000.0,62000000.0,-46000000.0
Other Cashflows From Financing Activities,-122000000.0,-60000000.0,-85000000.0,-61000000.0,-77000000.0
Change To Netincome,-306000000.0,-434000000.0,-14000000.0,167000000.0,-35000000.0
Capital Expenditures,-318000000.0,-234000000.0,-196000000.0,-160000000.0,-230000000.0
Investments,-200000000.0,-200000000.0,206000000.0,206000000.0,
Change To Inventory,3000000.0,,,,
