,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,344000000.0,339000000.0,343000000.0,354000000.0,352000000.0,361000000.0,359000000.0
Total Liab,14529000000.0,13980000000.0,13743000000.0,13462000000.0,13542000000.0,14274000000.0,14339000000.0
Total Stockholder Equity,-8108000000.0,-7919000000.0,-7891000000.0,-7912000000.0,-7893000000.0,-7855000000.0,-8373000000.0
Other Current Liab,133000000.0,9000000.0,425000000.0,24000000.0,16000000.0,36000000.0,395000000.0
Total Assets,6421000000.0,6061000000.0,5852000000.0,5550000000.0,5649000000.0,6419000000.0,5966000000.0
Other Current Assets,195000000.0,242000000.0,266000000.0,225000000.0,255000000.0,304000000.0,262000000.0
Retained Earnings,-7631000000.0,-7490000000.0,-7480000000.0,-7566000000.0,-7569000000.0,-7524000000.0,-8048000000.0
Other Liab,1659000000.0,1641000000.0,846000000.0,846000000.0,817000000.0,842000000.0,899000000.0
Good Will,602000000.0,590000000.0,597000000.0,597000000.0,597000000.0,650000000.0,657000000.0
Treasury Stock,-488000000.0,-452000000.0,-411000000.0,-346000000.0,-324000000.0,-331000000.0,-325000000.0
Other Assets,981000000.0,1012000000.0,1092000000.0,1088000000.0,1125000000.0,1233000000.0,1278000000.0
Cash,1243000000.0,1110000000.0,730000000.0,561000000.0,552000000.0,1001000000.0,486000000.0
Total Current Liabilities,1475000000.0,1553000000.0,1675000000.0,1479000000.0,1558000000.0,1355000000.0,1415000000.0
Deferred Long Term Asset Charges,499000000.0,512000000.0,553000000.0,514000000.0,567000000.0,694000000.0,724000000.0
Short Long Term Debt,449000000.0,465000000.0,474000000.0,418000000.0,415000000.0,58000000.0,99000000.0
Other Stockholder Equity,-488000000.0,-452000000.0,-411000000.0,-346000000.0,-324000000.0,-331000000.0,-325000000.0
Property Plant Equipment,2059000000.0,2050000000.0,2086000000.0,2055000000.0,2058000000.0,2028000000.0,2016000000.0
Total Current Assets,2398000000.0,2030000000.0,1689000000.0,1454000000.0,1514000000.0,2062000000.0,1532000000.0
Long Term Investments,37000000.0,40000000.0,45000000.0,2000000.0,3000000.0,85000000.0,124000000.0
Net Tangible Assets,-9054000000.0,-8848000000.0,-8831000000.0,-8863000000.0,-8842000000.0,-8866000000.0,-9389000000.0
Net Receivables,530000000.0,522000000.0,569000000.0,508000000.0,525000000.0,548000000.0,646000000.0
Long Term Debt,11324000000.0,10715000000.0,10334000000.0,10263000000.0,10304000000.0,11249000000.0,11175000000.0
Accounts Payable,893000000.0,1079000000.0,215000000.0,1026000000.0,1100000000.0,1211000000.0,227000000.0
Common Stock,11000000.0,23000000.0,,,,,
Short Term Investments,198000000.0,,,,,,
