,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,,-132000000.0,-132000000.0,-132000000.0,-132000000.0
Change To Liabilities,857000000.0,2203000000.0,1447000000.0,2423000000.0,5371000000.0
Total Cashflows From Investing Activities,-4196000000.0,-2337000000.0,-1436000000.0,-3132000000.0,-7868000000.0
Net Borrowings,3385000000.0,89000000.0,798000000.0,-2488000000.0,-5732000000.0
Total Cash From Financing Activities,4415000000.0,574000000.0,1529000000.0,9973000000.0,-5203000000.0
Change To Operating Activities,-1150000000.0,-625000000.0,-1000000000.0,-1165000000.0,-3014000000.0
Issuance Of Stock,659000000.0,296000000.0,1111000000.0,12686000000.0,707000000.0
Net Income,-1962000000.0,-976000000.0,-862000000.0,721000000.0,5519000000.0
Change In Cash,198000000.0,312000000.0,2506000000.0,13118000000.0,-1757000000.0
Effect Of Exchange Rate,40000000.0,-23000000.0,8000000.0,334000000.0,-183000000.0
Total Cash From Operating Activities,-61000000.0,2098000000.0,2405000000.0,5943000000.0,11497000000.0
Depreciation,1636000000.0,1888000000.0,2092000000.0,2322000000.0,2810000000.0
Other Cashflows From Investing Activities,46000000.0,46000000.0,46000000.0,123000000.0,-1222000000.0
Change To Inventory,-179000000.0,-1023000000.0,-429000000.0,-422000000.0,-1709000000.0
Change To Account Receivables,-25000000.0,-497000000.0,-367000000.0,-652000000.0,-130000000.0
Other Cashflows From Financing Activities,371000000.0,189000000.0,-380000000.0,-225000000.0,-178000000.0
Change To Netincome,671000000.0,969000000.0,1524000000.0,2716000000.0,2650000000.0
Capital Expenditures,-4081000000.0,-2319000000.0,-1432000000.0,-3232000000.0,-6514000000.0
