,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25
Change To Liabilities,115759000.0,53214000.0,-80815000.0,205828000.0,39987000.0,-24098000.0,-42183000.0,186015000.0,-61127000.0
Total Cashflows From Investing Activities,-56650000.0,-74184000.0,-132048000.0,-100519000.0,-115194000.0,-165551000.0,-246076000.0,-112288000.0,-152842000.0
Net Borrowings,-103535000.0,-8563000.0,88928000.0,-1086000.0,-1121000.0,-1160000.0,-1213000.0,-1197000.0,-1330000.0
Total Cash From Financing Activities,-107663000.0,-32033000.0,-27722000.0,-268424000.0,-254525000.0,-197669000.0,-254488000.0,-419376000.0,-288307000.0
Change To Operating Activities,82961000.0,58267000.0,62381000.0,-21584000.0,14047000.0,75628000.0,-12060000.0,-75471000.0,-36773000.0
Issuance Of Stock,39737000.0,23413000.0,25587000.0,58708000.0,11318000.0,5167000.0,7056000.0,7910000.0,5085000.0
Net Income,338678000.0,190610000.0,135893000.0,181354000.0,370022000.0,224400000.0,221338000.0,187227000.0,396478000.0
Change In Cash,744893000.0,-94380000.0,229770000.0,-191826000.0,262071000.0,-300290000.0,-233681000.0,-472598000.0,125390000.0
Repurchase Of Stock,-1984000.0,-341000.0,-79805000.0,-265476000.0,-204826000.0,-142307000.0,-201160000.0,-322622000.0,-189440000.0
Total Cash From Operating Activities,909206000.0,11837000.0,389540000.0,177117000.0,631790000.0,62930000.0,266883000.0,59066000.0,566539000.0
Depreciation,52547000.0,54651000.0,58490000.0,60054000.0,64853000.0,69824000.0,75427000.0,77646000.0,83360000.0
Dividends Paid,-40644000.0,-46542000.0,-46621000.0,-60570000.0,-59896000.0,-59369000.0,-59171000.0,-103467000.0,-102622000.0
Change To Inventory,217405000.0,-226532000.0,131770000.0,-301407000.0,91853000.0,-206949000.0,8581000.0,-376987000.0,83041000.0
Change To Netincome,-7185000.0,21381000.0,55959000.0,32584000.0,7176000.0,14268000.0,26815000.0,52566000.0,11571000.0
Capital Expenditures,-56976000.0,-74668000.0,-132710000.0,-100741000.0,-115288000.0,-166329000.0,-246073000.0,-112387000.0,-152921000.0
Other Cashflows From Financing Activities,-1237000.0,-15811000.0,-15811000.0,,,,,,
