,2020-08-31,2019-08-31,2018-08-31,2017-08-31
Capital Surplus,7167227000.0,5804448000.0,4870764000.0,3516399000.0
Total Liab,19579420000.0,14962189000.0,13724495000.0,12979690000.0
Total Stockholder Equity,17000536000.0,14409008000.0,10364753000.0,8949477000.0
Minority Interest,498637000.0,418683000.0,359835000.0,760723000.0
Deferred Long Term Liab,723168000.0,681492000.0,705124000.0,755871000.0
Other Current Liab,4115725000.0,3617873000.0,3458892000.0,3464875000.0
Total Assets,37078593000.0,29789880000.0,24449083000.0,22689890000.0
Common Stock,72000.0,72000.0,72000.0,71000.0
Other Current Assets,1393225000.0,1225364000.0,1024639000.0,1082161000.0
Retained Earnings,12375533000.0,10421538000.0,7952413000.0,7081855000.0
Other Liab,4195194000.0,3884046000.0,3553068000.0,3133248000.0
Good Will,7709820000.0,6205550000.0,5383012000.0,5002352000.0
Treasury Stock,-2542296000.0,-1817050000.0,-2458496000.0,-1648848000.0
Other Assets,6565589000.0,6502250000.0,4000960000.0,4238041000.0
Cash,8415330000.0,6126853000.0,5061360000.0,4126860000.0
Total Current Liabilities,12662590000.0,11061896000.0,10151751000.0,9824279000.0
Deferred Long Term Asset Charges,4153146000.0,4349464000.0,2086807000.0,2214901000.0
Short Long Term Debt,7820000.0,6411000.0,5337000.0,2907000.0
Other Stockholder Equity,23465000.0,-428674000.0,-341548000.0,242000.0
Property Plant Equipment,4728914000.0,1391166000.0,1264020000.0,1140598000.0
Total Current Assets,17749756000.0,15450601000.0,13585559000.0,12097289000.0
Long Term Investments,324514000.0,240313000.0,215532000.0,211610000.0
Net Tangible Assets,9290716000.0,8203458000.0,4981741000.0,3947125000.0
Short Term Investments,94309000.0,3313000.0,3192000.0,3011000.0
Net Receivables,7846892000.0,8095071000.0,7496368000.0,6885257000.0
Long Term Debt,54052000.0,16247000.0,19676000.0,22163000.0
Accounts Payable,1349874000.0,1646641000.0,1348802000.0,1525065000.0
