,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31
Total Liab,19579420000.0,19842095000.0,21142974000.0,22230920000.0,23078729000.0
Total Stockholder Equity,17000536000.0,17906501000.0,18308027000.0,19342845000.0,19528272000.0
Minority Interest,498637000.0,519715000.0,534400000.0,551119000.0,568842000.0
Other Current Liab,4115725000.0,3988916000.0,4680156000.0,4744683000.0,4229177000.0
Total Assets,37078593000.0,38268311000.0,39985401000.0,42124884000.0,43175843000.0
Common Stock,72000.0,72000.0,72000.0,72000.0,19528272000.0
Other Current Assets,1393225000.0,1401232000.0,1665232000.0,1657604000.0,1765831000.0
Other Liab,4195194000.0,4335930000.0,4320038000.0,4596223000.0,4619472000.0
Good Will,7709820000.0,8127411000.0,8752119000.0,9144313000.0,11125861000.0
Other Assets,6565589000.0,6608955000.0,6719864000.0,6840310000.0,7232321000.0
Cash,8415330000.0,8594003000.0,9166578000.0,10009380000.0,8168174000.0
Total Current Liabilities,12662590000.0,12819099000.0,14090668000.0,14929559000.0,15708867000.0
Short Long Term Debt,7820000.0,8925000.0,9040000.0,9157000.0,12080000.0
Property Plant Equipment,4728914000.0,4606945000.0,4646536000.0,4667906000.0,4821624000.0
Total Current Assets,17749756000.0,18626094000.0,19560720000.0,21144858000.0,19666511000.0
Long Term Investments,324514000.0,298906000.0,306162000.0,327497000.0,329526000.0
Net Tangible Assets,9290716000.0,9779090000.0,9555908000.0,10198532000.0,8402411000.0
Short Term Investments,94309000.0,83148000.0,3518000.0,4433000.0,4294000.0
Net Receivables,7846892000.0,8547711000.0,8725392000.0,9473441000.0,9728212000.0
Long Term Debt,54052000.0,59881000.0,59323000.0,61629000.0,53473000.0
Accounts Payable,1349874000.0,1513442000.0,1740395000.0,1926910000.0,2274057000.0
Capital Surplus,7167227000.0,7551089000.0,8389344000.0,8756315000.0,
Deferred Long Term Liab,723168000.0,715897000.0,714586000.0,730919000.0,
Retained Earnings,12375533000.0,13276702000.0,14035805000.0,15004281000.0,
Treasury Stock,-2542296000.0,-2921362000.0,-4117194000.0,-4417823000.0,
Deferred Long Term Asset Charges,4153146000.0,4178723000.0,4179778000.0,4225383000.0,
Other Stockholder Equity,23465000.0,242479000.0,-203277000.0,221600000.0,
