,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Total Liab,7764000000.0,15607400000.0,17430600000.0,18396300000.0,19278800000.0
Total Stockholder Equity,3908100000.0,10028200000.0,8571900000.0,8733400000.0,9244400000.0
Minority Interest,-47700000.0,-37500000.0,-26600000.0,-14900000.0,-2700000.0
Deferred Long Term Liab,685400000.0,1757900000.0,1740500000.0,1868200000.0,1991100000.0
Other Current Liab,242600000.0,465500000.0,441300000.0,392700000.0,402700000.0
Total Assets,11624400000.0,25598100000.0,25975900000.0,27114800000.0,28520500000.0
Common Stock,2734800000.0,8685200000.0,7070400000.0,7080000000.0,7205500000.0
Other Current Assets,99500000.0,668900000.0,570700000.0,589900000.0,818500000.0
Retained Earnings,1173300000.0,1346000000.0,1551500000.0,1702800000.0,2082900000.0
Other Liab,3171300000.0,6052800000.0,6329200000.0,6849600000.0,6770200000.0
Good Will,,2338900000.0,2336600000.0,2336600000.0,2336600000.0
Treasury Stock,,-3000000.0,-50000000.0,-49400000.0,-44000000.0
Other Assets,1244600000.0,2760600000.0,2954700000.0,4202400000.0,3385800000.0
Cash,3400000.0,160300000.0,23200000.0,144900000.0,26200000.0
Total Current Liabilities,823700000.0,2867200000.0,2335900000.0,2355800000.0,3102900000.0
Short Long Term Debt,28500000.0,735700000.0,283400000.0,455200000.0,389300000.0
Other Stockholder Equity,,-3000000.0,-50000000.0,-49400000.0,-44000000.0
Property Plant Equipment,9652800000.0,18817600000.0,19216900000.0,18951500000.0,21087800000.0
Total Current Assets,727000000.0,1681000000.0,1467700000.0,1624300000.0,1710300000.0
Net Tangible Assets,3908100000.0,7689300000.0,6235300000.0,6396800000.0,6907800000.0
Net Receivables,290700000.0,261700000.0,314000000.0,336800000.0,249600000.0
Long Term Debt,3769000000.0,6687400000.0,8765500000.0,9190900000.0,9297900000.0
Inventory,293600000.0,511000000.0,481600000.0,504500000.0,566700000.0
Accounts Payable,204200000.0,451500000.0,528800000.0,654000000.0,639700000.0
Capital Surplus,2024396000.0,,,,
