,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,2331000000.0,3387000000.0,-543000000.0,-7229000000.0,5738000000.0
Change To Liabilities,6089000000.0,6781000000.0,5260000000.0,6809000000.0,-36000000.0
Total Cashflows From Investing Activities,-19360000000.0,-16261000000.0,-13721000000.0,-18615000000.0,2745000000.0
Net Borrowings,6260000000.0,3139000000.0,-277000000.0,3095000000.0,-22990000000.0
Total Cash From Financing Activities,3394000000.0,-122000000.0,-3129000000.0,2315000000.0,-23498000000.0
Change To Operating Activities,-836000000.0,-2408000000.0,1554000000.0,12104000000.0,7656000000.0
Net Income,7731000000.0,3677000000.0,47000000.0,-1279000000.0,17937000000.0
Change In Cash,2619000000.0,-1731000000.0,834000000.0,8194000000.0,-5198000000.0
Effect Of Exchange Rate,489000000.0,-370000000.0,45000000.0,225000000.0,-232000000.0
Total Cash From Operating Activities,18096000000.0,15022000000.0,17639000000.0,24269000000.0,15787000000.0
Depreciation,8572000000.0,8413000000.0,8490000000.0,7312000000.0,5638000000.0
Other Cashflows From Investing Activities,71000000.0,181000000.0,-152000000.0,171000000.0,-626000000.0
Dividends Paid,-2384000000.0,-2705000000.0,-2389000000.0,-596000000.0,-403000000.0
Change To Inventory,-970000000.0,-828000000.0,206000000.0,148000000.0,-1778000000.0
Change To Account Receivables,-2297000000.0,-2239000000.0,-816000000.0,-63000000.0,-1141000000.0
Other Cashflows From Financing Activities,-151000000.0,-192000000.0,-226000000.0,-184000000.0,-105000000.0
Change To Netincome,-193000000.0,1626000000.0,2898000000.0,-762000000.0,-12489000000.0
Capital Expenditures,-7049000000.0,-7785000000.0,-7632000000.0,-5742000000.0,-6227000000.0
Repurchase Of Stock,-131000000.0,-164000000.0,-237000000.0,,
