,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,210000000.0,-746000000.0,-745000000.0,-4301000000.0
Change To Liabilities,0.0,123000000.0,0.0,0.0
Total Cashflows From Investing Activities,-60000000.0,-1048000000.0,-1144000000.0,-4075000000.0
Net Borrowings,-851000000.0,-5932000000.0,10389000000.0,9735000000.0
Total Cash From Financing Activities,-790000000.0,-5957000000.0,10247000000.0,9722000000.0
Net Income,-1177000000.0,-755000000.0,-5379000000.0,-5717000000.0
Change In Cash,-159000000.0,-8291000000.0,6528000000.0,5357000000.0
Total Cash From Operating Activities,691000000.0,-1286000000.0,-2575000000.0,-290000000.0
Depreciation,492000000.0,173000000.0,545000000.0,590000000.0
Other Cashflows From Investing Activities,168000000.0,11000000.0,-31000000.0,507000000.0
Other Cashflows From Financing Activities,61000000.0,-25000000.0,-142000000.0,-13000000.0
Change To Netincome,1376000000.0,-2398000000.0,2259000000.0,4837000000.0
Capital Expenditures,-438000000.0,-548000000.0,-133000000.0,-281000000.0
Change To Operating Activities,,-255000000.0,-255000000.0,-255000000.0
Change To Inventory,,354000000.0,354000000.0,354000000.0
Change To Account Receivables,,1168000000.0,1168000000.0,1168000000.0
