,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,4847000000.0,4830000000.0,5163000000.0,6011000000.0,6001000000.0
Capital Surplus,12053000000.0,11671000000.0,11129000000.0,11259000000.0,11447000000.0
Total Liab,41141000000.0,46579000000.0,49174000000.0,70462000000.0,68572000000.0
Total Stockholder Equity,12530000000.0,13687000000.0,15358000000.0,1534000000.0,3887000000.0
Other Current Liab,7139000000.0,7665000000.0,8350000000.0,5830000000.0,8956000000.0
Total Assets,53671000000.0,60266000000.0,64532000000.0,71996000000.0,72459000000.0
Other Current Assets,678000000.0,91000000.0,238000000.0,192000000.0,163000000.0
Retained Earnings,8256000000.0,10039000000.0,12454000000.0,-428000000.0,-148000000.0
Other Liab,15590000000.0,13947000000.0,14803000000.0,21397000000.0,15412000000.0
Good Will,9794000000.0,9781000000.0,9781000000.0,9753000000.0,9753000000.0
Treasury Stock,-7779000000.0,-8023000000.0,-8225000000.0,-9297000000.0,-7412000000.0
Other Assets,5310000000.0,5065000000.0,2800000000.0,5784000000.0,3920000000.0
Cash,1814000000.0,1565000000.0,2882000000.0,8307000000.0,7933000000.0
Total Current Liabilities,18959000000.0,18578000000.0,20204000000.0,15927000000.0,20966000000.0
Deferred Long Term Asset Charges,1354000000.0,242000000.0,120000000.0,1988000000.0,1294000000.0
Short Long Term Debt,2839000000.0,1416000000.0,2058000000.0,1443000000.0,1502000000.0
Other Stockholder Equity,-7621000000.0,-7825000000.0,-7989000000.0,-9038000000.0,-7130000000.0
Property Plant Equipment,25403000000.0,33152000000.0,35918000000.0,31379000000.0,35133000000.0
Total Current Assets,7804000000.0,6340000000.0,8249000000.0,17404000000.0,15940000000.0
Long Term Investments,513000000.0,1098000000.0,2621000000.0,1665000000.0,1712000000.0
Net Tangible Assets,-2111000000.0,-924000000.0,414000000.0,-14230000000.0,-11867000000.0
Short Term Investments,825000000.0,203000000.0,,5789000000.0,3386000000.0
Net Receivables,2377000000.0,2314000000.0,2854000000.0,1396000000.0,2404000000.0
Long Term Debt,6295000000.0,7959000000.0,8052000000.0,26531000000.0,23582000000.0
Inventory,1329000000.0,1055000000.0,1251000000.0,732000000.0,1098000000.0
Accounts Payable,3634000000.0,2976000000.0,3266000000.0,2840000000.0,4240000000.0
Common Stock,,,15440000000.0,,
