,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,2488000000.0,2488000000.0,2488000000.0,2488000000.0,1497000000.0
Change To Liabilities,5000000.0,236000000.0,4000000.0,436000000.0,702000000.0
Total Cashflows From Investing Activities,-301000000.0,-1224000000.0,-960000000.0,500000000.0,-26000000.0
Net Borrowings,-196000000.0,839000000.0,-78000000.0,722000000.0,-132000000.0
Total Cash From Financing Activities,-3361000000.0,-2329000000.0,-2787000000.0,-2215000000.0,-4069000000.0
Change To Operating Activities,-956000000.0,-386000000.0,-607000000.0,-648000000.0,-984000000.0
Net Income,2828000000.0,3317000000.0,3929000000.0,3555000000.0,4300000000.0
Change In Cash,-980000000.0,339000000.0,228000000.0,2322000000.0,-97000000.0
Repurchase Of Stock,-2174000000.0,-2020000000.0,-1480000000.0,-1390000000.0,-2110000000.0
Effect Of Exchange Rate,89000000.0,-56000000.0,10000000.0,73000000.0,-143000000.0
Total Cash From Operating Activities,2593000000.0,3948000000.0,3965000000.0,3964000000.0,4141000000.0
Depreciation,816000000.0,811000000.0,1047000000.0,1116000000.0,1113000000.0
Dividends Paid,-1198000000.0,-1359000000.0,-1542000000.0,-1678000000.0,-1826000000.0
Change To Inventory,-18000000.0,-204000000.0,31000000.0,-24000000.0,-170000000.0
Change To Account Receivables,-24000000.0,257000000.0,124000000.0,59000000.0,-197000000.0
Other Cashflows From Financing Activities,207000000.0,211000000.0,313000000.0,131000000.0,-1000000.0
Change To Netincome,-58000000.0,-83000000.0,-563000000.0,-530000000.0,-623000000.0
Capital Expenditures,-1014000000.0,-1095000000.0,-925000000.0,-863000000.0,-965000000.0
