,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-485000000.0,-485000000.0,-485000000.0,-62000000.0,-105000000.0
Change To Liabilities,37000000.0,-7000000.0,-129000000.0,-20000000.0,-41000000.0
Total Cashflows From Investing Activities,-3132000000.0,-3503000000.0,-3888000000.0,-2101000000.0,-1539000000.0
Net Borrowings,370000000.0,1913000000.0,851000000.0,410000000.0,-680000000.0
Total Cash From Financing Activities,689000000.0,2041000000.0,1062000000.0,-37000000.0,-1841000000.0
Change To Operating Activities,13000000.0,149000000.0,149000000.0,-38000000.0,121000000.0
Net Income,482000000.0,846000000.0,240000000.0,-4517000000.0,2182000000.0
Change In Cash,-1554000000.0,103000000.0,-87000000.0,-20000000.0,564000000.0
Repurchase Of Stock,-593000000.0,-593000000.0,-593000000.0,-137000000.0,-525000000.0
Total Cash From Operating Activities,889000000.0,1565000000.0,2739000000.0,2118000000.0,3944000000.0
Depreciation,328000000.0,625000000.0,1454000000.0,1311000000.0,1275000000.0
Other Cashflows From Investing Activities,104000000.0,4000000.0,-6000000.0,-58000000.0,45000000.0
Dividends Paid,-37000000.0,-37000000.0,-112000000.0,-236000000.0,-312000000.0
Change To Account Receivables,-97000000.0,13000000.0,-187000000.0,217000000.0,-196000000.0
Other Cashflows From Financing Activities,319000000.0,165000000.0,916000000.0,-74000000.0,-324000000.0
Change To Netincome,123000000.0,88000000.0,1212000000.0,5227000000.0,451000000.0
Capital Expenditures,-3302000000.0,-3476000000.0,-3697000000.0,-2044000000.0,-2299000000.0
Change To Inventory,-2000000.0,,,,
