,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,161400000.0,138600000.0,120600000.0,1705500000.0,1774200000.0
Capital Surplus,1047200000.0,1068500000.0,1013100000.0,963600000.0,939300000.0
Total Liab,128374300000.0,121704200000.0,125737400000.0,158315600000.0,171873000000.0
Total Stockholder Equity,9334200000.0,9626300000.0,9817600000.0,10803400000.0,11131900000.0
Other Current Liab,30300000.0,30800000.0,25500000.0,22400000.0,22400000.0
Total Assets,138590500000.0,132212500000.0,136828400000.0,170003900000.0,183889800000.0
Common Stock,408600000.0,408600000.0,408600000.0,408600000.0,408600000.0
Other Current Assets,42180100000.0,31726300000.0,34731700000.0,56663800000.0,66523400000.0
Retained Earnings,9685100000.0,10776800000.0,11656700000.0,12207700000.0,13117300000.0
Other Liab,2350100000.0,2519000000.0,2507400000.0,2747900000.0,2640300000.0
Good Will,605600000.0,669300000.0,696800000.0,707200000.0,706200000.0
Treasury Stock,-1806700000.0,-2627600000.0,-3260800000.0,-2776500000.0,-3333300000.0
Other Assets,35010200000.0,35342000000.0,36389000000.0,36773300000.0,43769900000.0
Cash,4539100000.0,4715600000.0,4464200000.0,4389500000.0,3056800000.0
Total Current Liabilities,123105400000.0,115783900000.0,119128000000.0,150777400000.0,165511400000.0
Short Long Term Debt,305500000.0,,499900000.0,499800000.0,499800000.0
Other Stockholder Equity,-414300000.0,-453700000.0,-194700000.0,428000000.0,-35600000.0
Property Plant Equipment,464600000.0,428200000.0,974900000.0,1075400000.0,1019900000.0
Total Current Assets,55186100000.0,43830100000.0,46999900000.0,69817000000.0,74759700000.0
Long Term Investments,47162600000.0,51804300000.0,51647200000.0,59925500000.0,61859900000.0
Net Tangible Assets,8567200000.0,8818400000.0,9000200000.0,8390700000.0,8651500000.0
Short Term Investments,6959000000.0,5340500000.0,5847800000.0,6776300000.0,3310500000.0
Net Receivables,708700000.0,832600000.0,903000000.0,935800000.0,1052100000.0
Long Term Debt,2904400000.0,3401300000.0,3498900000.0,4089700000.0,3151400000.0
Inventory,4600000.0,8400000.0,3200000.0,700000.0,3000000.0
Accounts Payable,112390800000.0,104496800000.0,109120600000.0,143878000000.0,159928400000.0
