,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,112700000.0,112600000.0,112600000.0,1698100000.0,1706000000.0,1728300000.0,1774200000.0,1798200000.0,1843200000.0
Capital Surplus,951500000.0,961800000.0,963600000.0,914100000.0,921100000.0,935000000.0,939300000.0,931700000.0,951100000.0
Total Liab,140050700000.0,140502900000.0,158315600000.0,152466200000.0,160468100000.0,157186900000.0,171873000000.0,161155200000.0,146716600000.0
Total Stockholder Equity,10497300000.0,10694200000.0,10803400000.0,10573000000.0,10938100000.0,11013900000.0,11131900000.0,10524900000.0,10184800000.0
Other Current Liab,26800000.0,23900000.0,22400000.0,18700000.0,17900000.0,17000000.0,22400000.0,297400000.0,276700000.0
Total Assets,151432900000.0,152082000000.0,170003900000.0,163924100000.0,172291100000.0,169085700000.0,183889800000.0,172565000000.0,157786300000.0
Common Stock,408600000.0,408600000.0,408600000.0,408600000.0,408600000.0,408600000.0,408600000.0,10524900000.0,408600000.0
Other Current Assets,44580600000.0,41770000000.0,56663800000.0,49098500000.0,56482300000.0,52214800000.0,66523400000.0,57810000000.0,40511500000.0
Retained Earnings,11988400000.0,12118300000.0,12207700000.0,12415600000.0,12630900000.0,12862400000.0,13117300000.0,13342600000.0,13586100000.0
Other Liab,3940200000.0,3617900000.0,2747900000.0,4420000000.0,3628400000.0,4665100000.0,2640300000.0,4190200000.0,2677600000.0
Good Will,690600000.0,698000000.0,707200000.0,704000000.0,709400000.0,705500000.0,706200000.0,702000000.0,690000000.0
Treasury Stock,-2851200000.0,-2794500000.0,-2776500000.0,-3165300000.0,-3022500000.0,-3192100000.0,-3333300000.0,-4158000000.0,-4761000000.0
Other Assets,38803500000.0,37772800000.0,38366200000.0,37929300000.0,40912100000.0,43007800000.0,43769900000.0,51672300000.0,45189200000.0
Cash,4462200000.0,4737500000.0,4389500000.0,4584500000.0,4799400000.0,4194700000.0,3056800000.0,1502000000.0,5129800000.0
Total Current Liabilities,130965100000.0,131755700000.0,150876500000.0,143611300000.0,152360600000.0,148555600000.0,165511400000.0,153480600000.0,139639100000.0
Other Stockholder Equity,370400000.0,424500000.0,428000000.0,65900000.0,194700000.0,114000000.0,-35600000.0,-907000000.0,-1510600000.0
Property Plant Equipment,501000000.0,510000000.0,1075400000.0,496700000.0,496500000.0,493600000.0,1019900000.0,486000000.0,476600000.0
Total Current Assets,56509500000.0,53646900000.0,69817000000.0,62817000000.0,69950200000.0,64148200000.0,74759700000.0,60343600000.0,54112000000.0
Long Term Investments,54815600000.0,59341700000.0,59925500000.0,60279000000.0,58516900000.0,59002300000.0,61859900000.0,59361100000.0,55475300000.0
Net Tangible Assets,9694000000.0,9883600000.0,9983600000.0,8170900000.0,8522700000.0,8580100000.0,8651500000.0,9822900000.0,7651600000.0
Short Term Investments,5475600000.0,5014100000.0,6776300000.0,6896200000.0,5702400000.0,4588200000.0,3310500000.0,1031400000.0,4252400000.0
Net Receivables,918700000.0,918900000.0,935800000.0,1006400000.0,1035900000.0,1085400000.0,1052100000.0,1119800000.0,1144500000.0
Long Term Debt,5145400000.0,5129300000.0,4089700000.0,4434900000.0,4479100000.0,3966200000.0,3151400000.0,3484400000.0,4399900000.0
Inventory,900000.0,900000.0,700000.0,1500000.0,200000.0,200000.0,3000000.0,200000.0,100000.0
Accounts Payable,122054100000.0,122589100000.0,143878000000.0,137457400000.0,146210200000.0,141924600000.0,159928400000.0,149629600000.0,133674600000.0
Short Long Term Debt,,,499800000.0,,,,499800000.0,,
