,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,-2111400000.0,-780700000.0,-3537800000.0,336400000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,5133700000.0,-16808500000.0,1176800000.0,7209000000.0
Net Borrowings,1216100000.0,-4446500000.0,40600000.0,-1134600000.0
Total Cash From Financing Activities,-4905600000.0,14839600000.0,-838300000.0,-11837400000.0
Change To Operating Activities,-883600000.0,857700000.0,28300000.0,2775700000.0
Issuance Of Stock,8700000.0,8800000.0,100000.0,1800000.0
Net Income,375100000.0,240900000.0,294500000.0,313300000.0
Change In Cash,194900000.0,-348000000.0,275300000.0,-1371000000.0
Repurchase Of Stock,-135600000.0,-1300000.0,-1500000.0,-200000.0
Effect Of Exchange Rate,-101500000.0,144600000.0,14700000.0,73700000.0
Total Cash From Operating Activities,68300000.0,1476300000.0,-77900000.0,3183700000.0
Depreciation,31400000.0,34900000.0,32600000.0,33700000.0
Other Cashflows From Investing Activities,7943000000.0,-14880400000.0,3829600000.0,2922000000.0
Dividends Paid,-150600000.0,-162000000.0,-150500000.0,-165100000.0
Other Cashflows From Financing Activities,-5844200000.0,19440600000.0,-727000000.0,-10539300000.0
Change To Netincome,451400000.0,224500000.0,-524600000.0,-30100000.0
Capital Expenditures,-10700000.0,-33200000.0,-26000000.0,-39000000.0
