,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-2174700000.0,-3772100000.0,125500000.0,-6656200000.0,-407300000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-14021600000.0,4327100000.0,-3405000000.0,-29923000000.0,-18602600000.0
Net Borrowings,3550700000.0,1687400000.0,-2406900000.0,-2956400000.0,-973200000.0
Total Cash From Financing Activities,11252700000.0,-5818200000.0,615900000.0,27871900000.0,16073500000.0
Change To Operating Activities,377600000.0,-868100000.0,1080100000.0,-36900000.0,-935200000.0
Issuance Of Stock,108000000.0,32600000.0,44000000.0,19500000.0,53800000.0
Net Income,1199000000.0,1556400000.0,1492200000.0,1209300000.0,1545300000.0
Change In Cash,-813900000.0,63500000.0,-122400000.0,-69700000.0,-1332700000.0
Repurchase Of Stock,-523100000.0,-924300000.0,-1100200000.0,-299800000.0,-267600000.0
Effect Of Exchange Rate,234600000.0,-212900000.0,74700000.0,84600000.0,-159600000.0
Total Cash From Operating Activities,1720400000.0,1767500000.0,2592000000.0,1896800000.0,1356000000.0
Depreciation,112600000.0,126000000.0,119800000.0,133400000.0,125500000.0
Other Cashflows From Investing Activities,-12636600000.0,8643300000.0,-4008100000.0,-20389700000.0,-10935500000.0
Dividends Paid,-406600000.0,-451800000.0,-576100000.0,-630500000.0,-625100000.0
Other Cashflows From Financing Activities,8523700000.0,-6162100000.0,4262600000.0,32139100000.0,17885600000.0
Change To Netincome,-314100000.0,748300000.0,-368500000.0,198700000.0,193100000.0
Capital Expenditures,-91600000.0,-97600000.0,-158000000.0,-135800000.0,-95500000.0
