,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Investments,-53965000.0,-82123000.0,-39172000.0,-128994000.0,-40629000.0,-70632000.0,-40668000.0,-29109000.0,27630000.0,-17700000.0
Change To Liabilities,38762000.0,-96101000.0,31292000.0,102062000.0,43284000.0,80249000.0,139654000.0,84811000.0,140004000.0,-36431000.0
Total Cashflows From Investing Activities,-105821000.0,-134320000.0,-95892000.0,-176588000.0,-93604000.0,-175306000.0,-106264000.0,-569494000.0,-25394000.0,-53475000.0
Net Borrowings,24828000.0,-50000000.0,40343000.0,-20000000.0,255000000.0,255000000.0,255000000.0,255000000.0,2967409000.0,-362250000.0
Total Cash From Financing Activities,-61355000.0,-404206000.0,-261377000.0,-439453000.0,-392845000.0,-609030000.0,-557846000.0,-486403000.0,-603726000.0,-705727000.0
Change To Operating Activities,11935000.0,106105000.0,183789000.0,-120446000.0,-20043000.0,329935000.0,143517000.0,-76902000.0,-69350000.0,359012000.0
Issuance Of Stock,50349000.0,26356000.0,26356000.0,59742000.0,59742000.0,36912000.0,36912000.0,76102000.0,76102000.0,115000.0
Net Income,411253000.0,420567000.0,457251000.0,567496000.0,632978000.0,1068417000.0,717444000.0,730572000.0,805374000.0,1025991000.0
Change In Cash,288234000.0,-18589000.0,215646000.0,20684000.0,-17540000.0,74954000.0,147493000.0,-241885000.0,169736000.0,234372000.0
Repurchase Of Stock,-5527000.0,-213042000.0,-188492000.0,-280115000.0,-313320000.0,-446209000.0,-435629000.0,-581327000.0,-2589012000.0,-144798000.0
Effect Of Exchange Rate,2564000.0,7766000.0,11834000.0,-9425000.0,3285000.0,-4507000.0,805000.0,-4866000.0,-20373000.0,-17971000.0
Total Cash From Operating Activities,452846000.0,512171000.0,561081000.0,646150000.0,465624000.0,863797000.0,810798000.0,818878000.0,819229000.0,1011545000.0
Depreciation,78937000.0,80066000.0,82257000.0,83365000.0,83747000.0,84824000.0,85545000.0,92127000.0,100848000.0,101938000.0
Other Cashflows From Investing Activities,1477000.0,2614000.0,1683000.0,-3244000.0,2401000.0,2267000.0,-695000.0,-7180000.0,704000.0,363000.0
Dividends Paid,-132762000.0,-141164000.0,-139584000.0,-139338000.0,-139267000.0,-162821000.0,-159129000.0,-158976000.0,-157602000.0,-187984000.0
Change To Inventory,-56609000.0,-85991000.0,-26215000.0,-34169000.0,-123725000.0,-138189000.0,-101701000.0,-156513000.0,-170600000.0,-265530000.0
Change To Account Receivables,10431000.0,73000000.0,-190189000.0,16055000.0,-102021000.0,-180354000.0,-264331000.0,126414000.0,-192055000.0,-55073000.0
Other Cashflows From Financing Activities,1757000.0,,,,-1100000.0,-1100000.0,-1100000.0,-1100000.0,-900623000.0,-10810000.0
Change To Netincome,-41863000.0,14525000.0,22896000.0,31787000.0,-48596000.0,-381085000.0,90670000.0,18369000.0,205008000.0,-118362000.0
Capital Expenditures,-41790000.0,-55925000.0,-59144000.0,-61183000.0,-55376000.0,-68955000.0,-64901000.0,-100304000.0,-73160000.0,-84352000.0
