,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,1391413000.0,1340913000.0,1289843000.0,1237589000.0,1185311000.0,1157535000.0,1104991000.0
Total Liab,6598950000.0,6557751000.0,6864338000.0,6826376000.0,6895482000.0,7287391000.0,7633481000.0
Total Stockholder Equity,2665424000.0,2747184000.0,2935182000.0,3114856000.0,3377554000.0,3860930000.0,4048527000.0
Minority Interest,15586000.0,15161000.0,15124000.0,-1992000.0,-1912000.0,-1844000.0,-1771000.0
Other Current Liab,720266000.0,698630000.0,882321000.0,884270000.0,918232000.0,1191009000.0,1348630000.0
Total Assets,9279960000.0,9320096000.0,9814644000.0,9939240000.0,10271124000.0,11146477000.0,11680237000.0
Common Stock,155000.0,2072715000.0,2104190000.0,2115205000.0,153000.0,2137706000.0,2181025000.0
Other Current Assets,149844000.0,102259000.0,120912000.0,150467000.0,153166000.0,133077000.0,158486000.0
Retained Earnings,654930000.0,753915000.0,903696000.0,1070124000.0,1277123000.0,1801268000.0,1943981000.0
Other Liab,1358609000.0,1319089000.0,1328318000.0,1304156000.0,1298749000.0,1275005000.0,1370724000.0
Good Will,2045402000.0,2045432000.0,2045445000.0,2011187000.0,2011172000.0,2041338000.0,2042794000.0
Treasury Stock,-79774000.0,-79446000.0,-72704000.0,-70473000.0,-75557000.0,-78044000.0,-76479000.0
Other Assets,498986000.0,518446000.0,558787000.0,555162000.0,612483000.0,1004769000.0,1015963000.0
Cash,1234409000.0,1215820000.0,1431466000.0,1452150000.0,1434610000.0,1509564000.0,1657057000.0
Total Current Liabilities,1699786000.0,1748828000.0,2020112000.0,2029466000.0,2103227000.0,2523010000.0,2776098000.0
Deferred Long Term Asset Charges,236797000.0,245614000.0,258734000.0,240822000.0,270461000.0,665672000.0,662854000.0
Other Stockholder Equity,-79774000.0,-79446000.0,-72704000.0,-70473000.0,-75557000.0,-78044000.0,-76479000.0
Property Plant Equipment,620614000.0,660606000.0,697615000.0,730137000.0,765910000.0,798163000.0,815014000.0
Total Current Assets,4723545000.0,4754699000.0,5222954000.0,5405165000.0,5696248000.0,6144672000.0,6701475000.0
Net Tangible Assets,-771391000.0,-639161000.0,-400106000.0,-133920000.0,181071000.0,662057000.0,900742000.0
Short Term Investments,746063000.0,827633000.0,865064000.0,990575000.0,1059912000.0,1115249000.0,1153404000.0
Net Receivables,1207289000.0,1126634000.0,1313564000.0,1301698000.0,1396531000.0,1558851000.0,1825052000.0
Long Term Debt,3469670000.0,3420403000.0,3441465000.0,3422097000.0,3422767000.0,3423436000.0,3424106000.0
Inventory,1310985000.0,1394225000.0,1420618000.0,1450588000.0,1575380000.0,1715339000.0,1829412000.0
Accounts Payable,264280000.0,254458000.0,262496000.0,295111000.0,342083000.0,380827000.0,379875000.0
Capital Surplus,2090113000.0,,,,2175835000.0,,
