,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,1391413000.0,1560670000.0,19333000.0,18963000.0
Capital Surplus,2090113000.0,2017153000.0,617843000.0,529126000.0
Total Liab,6598950000.0,6330823000.0,4018108000.0,4205756000.0
Total Stockholder Equity,2665424000.0,2659108000.0,1620511000.0,1326417000.0
Minority Interest,15586000.0,18585000.0,,
Other Current Liab,720266000.0,646044000.0,530821000.0,404054000.0
Total Assets,9279960000.0,9008516000.0,5638619000.0,5532173000.0
Common Stock,155000.0,159000.0,156000.0,157000.0
Other Current Assets,149844000.0,140675000.0,38071000.0,35075000.0
Retained Earnings,654930000.0,714825000.0,1056445000.0,848457000.0
Other Liab,1358609000.0,1388954000.0,566436000.0,232120000.0
Good Will,2045402000.0,2211858000.0,354698000.0,349526000.0
Treasury Stock,-79774000.0,-73029000.0,-53933000.0,-51323000.0
Other Assets,498986000.0,472114000.0,429282000.0,487643000.0
Cash,1234409000.0,1015994000.0,1404382000.0,1153051000.0
Total Current Liabilities,1699786000.0,1768486000.0,1214270000.0,1293162000.0
Deferred Long Term Asset Charges,236797000.0,206141000.0,193200000.0,291967000.0
Other Stockholder Equity,-79774000.0,-73029000.0,-53933000.0,-51323000.0
Property Plant Equipment,620614000.0,448799000.0,286306000.0,283975000.0
Total Current Assets,4723545000.0,4315075000.0,4549000000.0,4392066000.0
Net Tangible Assets,-771391000.0,-1113420000.0,1246480000.0,957928000.0
Short Term Investments,746063000.0,723391000.0,1475936000.0,1863689000.0
Net Receivables,1207289000.0,1084128000.0,651678000.0,571117000.0
Long Term Debt,3469670000.0,3173383000.0,2237402000.0,2680474000.0
Inventory,1310985000.0,1262500000.0,931845000.0,732988000.0
Accounts Payable,264280000.0,202416000.0,169354000.0,147380000.0
Short Long Term Debt,,249999000.0,,249983000.0
