,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Change To Liabilities,28000000.0,188000000.0,230000000.0,149000000.0,170000000.0,117000000.0,-74000000.0,-61000000.0
Total Cashflows From Investing Activities,-1751000000.0,-1986000000.0,-2570000000.0,-1956000000.0,-2016000000.0,-1790000000.0,-1992000000.0,-1787000000.0
Net Borrowings,-1296000000.0,1250000000.0,3078000000.0,2175000000.0,3147000000.0,418000000.0,3220000000.0,3759000000.0
Total Cash From Financing Activities,-2612000000.0,-2494000000.0,-1864000000.0,-2024000000.0,-1044000000.0,-3718000000.0,-2099000000.0,-30000000.0
Change To Operating Activities,-60000000.0,-76000000.0,116000000.0,-182000000.0,69000000.0,-14000000.0,-40000000.0,-185000000.0
Issuance Of Stock,28000000.0,50000000.0,13000000.0,9000000.0,17000000.0,17000000.0,1000000.0,1000000.0
Net Income,766000000.0,814000000.0,1246000000.0,807000000.0,1020000000.0,1217000000.0,1610000000.0,1203000000.0
Change In Cash,-834000000.0,-816000000.0,-285000000.0,-229000000.0,939000000.0,-1245000000.0,135000000.0,1830000000.0
Repurchase Of Stock,-1155000000.0,-3361000000.0,-4349000000.0,-3652000000.0,-3516000000.0,-3666000000.0,-4597000000.0,-3333000000.0
Total Cash From Operating Activities,3529000000.0,3664000000.0,4149000000.0,3751000000.0,3999000000.0,4263000000.0,4226000000.0,3647000000.0
Depreciation,2428000000.0,2370000000.0,2409000000.0,2441000000.0,2354000000.0,2270000000.0,2280000000.0,2294000000.0
Other Cashflows From Investing Activities,169000000.0,69000000.0,18000000.0,-85000000.0,-62000000.0,76000000.0,80000000.0,70000000.0
Change To Account Receivables,97000000.0,-74000000.0,-133000000.0,144000000.0,-188000000.0,-62000000.0,71000000.0,49000000.0
Other Cashflows From Financing Activities,-189000000.0,-433000000.0,-606000000.0,-556000000.0,-692000000.0,-487000000.0,-723000000.0,-457000000.0
Change To Netincome,270000000.0,442000000.0,281000000.0,392000000.0,574000000.0,735000000.0,379000000.0,347000000.0
Capital Expenditures,-1877000000.0,-2014000000.0,-2063000000.0,-1821000000.0,-1881000000.0,-1861000000.0,-2072000000.0,-1857000000.0
