,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,74240000000.0,73786000000.0,73821000000.0,73381000000.0,72974000000.0,72597000000.0,72263000000.0,71046000000.0,70727000000.0
Capital Surplus,31661000000.0,31758000000.0,29000000000.0,29037000000.0,29878000000.0,30015000000.0,26725000000.0,26865000000.0,26900000000.0
Total Liab,108735000000.0,110481000000.0,113925000000.0,116258000000.0,119940000000.0,120969000000.0,124335000000.0,128004000000.0,129745000000.0
Total Stockholder Equity,29356000000.0,26906000000.0,23805000000.0,20997000000.0,19342000000.0,17030000000.0,14050000000.0,12060000000.0,9879000000.0
Minority Interest,7045000000.0,6806000000.0,6476000000.0,6184000000.0,4744000000.0,4496000000.0,4106000000.0,3884000000.0,3634000000.0
Other Current Liab,4769000000.0,4711000000.0,4620000000.0,4711000000.0,4783000000.0,4859000000.0,4860000000.0,5220000000.0,5309000000.0
Total Assets,145136000000.0,144193000000.0,144206000000.0,143439000000.0,144026000000.0,142495000000.0,142491000000.0,143948000000.0,143258000000.0
Retained Earnings,1202000000.0,2016000000.0,-5195000000.0,-4388000000.0,-3368000000.0,-2151000000.0,-12675000000.0,-11472000000.0,-10001000000.0
Other Liab,20847000000.0,21172000000.0,21133000000.0,21268000000.0,21710000000.0,22134000000.0,22067000000.0,23396000000.0,23882000000.0
Good Will,29554000000.0,29554000000.0,29554000000.0,29554000000.0,29554000000.0,29554000000.0,29562000000.0,29563000000.0,29563000000.0
Treasury Stock,-3507000000.0,-6868000000.0,,-3652000000.0,-7168000000.0,-10834000000.0,,-3333000000.0,-7020000000.0
Other Assets,1371000000.0,1440000000.0,1041000000.0,1415000000.0,1322000000.0,1388000000.0,1281000000.0,3650000000.0,4758000000.0
Cash,2097000000.0,1283000000.0,998000000.0,772000000.0,1711000000.0,466000000.0,601000000.0,2431000000.0,483000000.0
Total Current Liabilities,9142000000.0,10256000000.0,9875000000.0,9916000000.0,10038000000.0,12237000000.0,12458000000.0,13929000000.0,11395000000.0
Short Long Term Debt,706000000.0,1715000000.0,1008000000.0,1005000000.0,1002000000.0,2996000000.0,2997000000.0,4543000000.0,1533000000.0
Property Plant Equipment,35206000000.0,35353000000.0,35571000000.0,35426000000.0,35494000000.0,35458000000.0,35616000000.0,34173000000.0,34472000000.0
Total Current Assets,4765000000.0,4060000000.0,3906000000.0,3663000000.0,4682000000.0,3498000000.0,3566000000.0,5516000000.0,3738000000.0
Net Tangible Assets,-74438000000.0,-76434000000.0,-79570000000.0,-81938000000.0,-83186000000.0,-85121000000.0,-87775000000.0,-88549000000.0,-90411000000.0
Net Receivables,1994000000.0,2068000000.0,2201000000.0,2395000000.0,2583000000.0,2645000000.0,2579000000.0,2530000000.0,2779000000.0
Long Term Debt,77663000000.0,77947000000.0,81744000000.0,83882000000.0,86962000000.0,85376000000.0,88564000000.0,90679000000.0,94468000000.0
Accounts Payable,667000000.0,728000000.0,763000000.0,724000000.0,704000000.0,686000000.0,724000000.0,706000000.0,718000000.0
Deferred Long Term Liab,,,458000000.0,,,,496000000.0,,
Long Term Investments,,,313000000.0,,,,203000000.0,,
Common Stock,,,,,,,,,
