,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,16534000.0,-1546077000.0,-554061000.0,-637315000.0
Change To Liabilities,8371000.0,-1533000.0,2946000.0,18232000.0
Total Cashflows From Investing Activities,-116526000.0,-2055513000.0,-1115974000.0,-1560565000.0
Net Borrowings,-102775000.0,1059649000.0,-301677000.0,976938000.0
Total Cash From Financing Activities,-78373000.0,978116000.0,-286175000.0,755310000.0
Change To Operating Activities,-43278000.0,221726000.0,82754000.0,145212000.0
Issuance Of Stock,33364000.0,32703000.0,43166000.0,60913000.0
Net Income,-108063000.0,1205596000.0,1465659000.0,-1135626000.0
Change In Cash,646224000.0,248018000.0,-94209000.0,183610000.0
Repurchase Of Stock,-8962000.0,-19263000.0,-19594000.0,-267879000.0
Effect Of Exchange Rate,9914000.0,-14296000.0,4576000.0,-4005000.0
Total Cash From Operating Activities,831209000.0,1339711000.0,1303364000.0,992870000.0
Depreciation,299367000.0,313698000.0,349549000.0,495177000.0
Other Cashflows From Investing Activities,-10101000.0,-5000000.0,-9500000.0,-11050000.0
Change To Account Receivables,2668000.0,-130871000.0,-67000000.0,-188039000.0
Other Cashflows From Financing Activities,-94973000.0,-94973000.0,-8070000.0,-14662000.0
Change To Netincome,495583000.0,-486631000.0,-759842000.0,1556181000.0
Capital Expenditures,-160742000.0,-483934000.0,-540688000.0,-873354000.0
