,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,-498000000.0,-345000000.0,181000000.0,-106000000.0,-374000000.0,-274000000.0,375000000.0,375000000.0,-565000000.0
Change To Liabilities,1867000000.0,242000000.0,335000000.0,533000000.0,1935000000.0,-1390000000.0,-449000000.0,1063000000.0,236000000.0
Total Cashflows From Investing Activities,332000000.0,-434000000.0,91000000.0,-201000000.0,-469000000.0,-412000000.0,-183000000.0,-138000000.0,-1555000000.0
Net Borrowings,5023000000.0,1196000000.0,-544000000.0,444000000.0,582000000.0,-67000000.0,-435000000.0,-93000000.0,-53000000.0
Total Cash From Financing Activities,7182000000.0,1242000000.0,-541000000.0,464000000.0,617000000.0,-157000000.0,-564000000.0,-315000000.0,-215000000.0
Change To Operating Activities,150000000.0,-22000000.0,55000000.0,-133000000.0,-48000000.0,-29000000.0,183000000.0,-150000000.0,-104000000.0
Issuance Of Stock,2307000000.0,13000000.0,12000000.0,13000000.0,13000000.0,13000000.0,12000000.0,6000000.0,13000000.0
Net Income,-915000000.0,-1157000000.0,-908000000.0,116000000.0,348000000.0,446000000.0,68000000.0,-278000000.0,760000000.0
Change In Cash,8411000000.0,-242000000.0,-1046000000.0,908000000.0,2153000000.0,-1144000000.0,-500000000.0,618000000.0,136000000.0
Total Cash From Operating Activities,897000000.0,-1050000000.0,-596000000.0,645000000.0,2005000000.0,-575000000.0,247000000.0,1071000000.0,1906000000.0
Depreciation,313000000.0,315000000.0,112000000.0,312000000.0,315000000.0,322000000.0,110000000.0,324000000.0,325000000.0
Change To Account Receivables,-119000000.0,-123000000.0,-234000000.0,-234000000.0,-563000000.0,-23000000.0,118000000.0,-334000000.0,439000000.0
Other Cashflows From Financing Activities,-148000000.0,33000000.0,-9000000.0,7000000.0,22000000.0,-103000000.0,-141000000.0,-228000000.0,-175000000.0
Change To Netincome,-399000000.0,-305000000.0,-159000000.0,51000000.0,18000000.0,99000000.0,4000000.0,446000000.0,250000000.0
Capital Expenditures,-113000000.0,-89000000.0,-90000000.0,-95000000.0,-95000000.0,-138000000.0,-183000000.0,-513000000.0,-990000000.0
Other Cashflows From Investing Activities,943000000.0,,,,,,,,
