,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-17053000.0,136757000.0,-552718000.0,-30538000.0,20087000.0
Change To Liabilities,11969000.0,6533000.0,11636000.0,15721000.0,-33451000.0
Total Cashflows From Investing Activities,-57250000.0,114063000.0,-586501000.0,-47623000.0,-25858000.0
Total Cash From Financing Activities,150264000.0,-2216000.0,1128198000.0,19638000.0,22162000.0
Change To Operating Activities,17403000.0,45421000.0,43034000.0,25513000.0,60993000.0
Issuance Of Stock,480000.0,671000.0,1614544000.0,78282000.0,23912000.0
Net Income,-130044000.0,-62974000.0,-1361371000.0,-128323000.0,316438000.0
Change In Cash,-9754000.0,51321000.0,542453000.0,1168000.0,748153000.0
Effect Of Exchange Rate,145000.0,-157000.0,99000.0,327000.0,-1058000.0
Total Cash From Operating Activities,-102913000.0,-60369000.0,657000.0,28826000.0,752907000.0
Depreciation,16135000.0,20859000.0,27791000.0,36988000.0,27500000.0
Change To Account Receivables,-47833000.0,-86094000.0,-94224000.0,-253173000.0,-88862000.0
Other Cashflows From Financing Activities,-216000.0,-2887000.0,-11331000.0,-1750000.0,-1750000.0
Change To Netincome,29457000.0,15886000.0,1373791000.0,332100000.0,470289000.0
Capital Expenditures,-41192000.0,-22194000.0,-33783000.0,-17401000.0,-9031000.0
Repurchase Of Stock,-475015000.0,-475015000.0,-475015000.0,-56894000.0,
Other Cashflows From Investing Activities,995000.0,-500000.0,316000.0,316000.0,
