,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,7118000.0,6321000.0,7910000.0,-3169000.0,-2251000.0,-18892000.0
Change To Liabilities,-58959000.0,12940000.0,274578000.0,-1352000.0,236402000.0,159847000.0
Total Cashflows From Investing Activities,-9654000.0,-3729000.0,1232000.0,-27623000.0,-19761000.0,-39084000.0
Net Borrowings,-714502000.0,-8200000.0,108501000.0,-935437000.0,78849000.0,123877000.0
Total Cash From Financing Activities,-747060000.0,-40612000.0,1078000.0,-1137306000.0,-158491000.0,-173544000.0
Change To Operating Activities,-31212000.0,-17816000.0,-195590000.0,15627000.0,-117060000.0,-50262000.0
Net Income,348620000.0,416398000.0,438111000.0,304107000.0,503399000.0,475549000.0
Change In Cash,-153457000.0,416412000.0,518027000.0,-988181000.0,77068000.0,-96471000.0
Repurchase Of Stock,-15000.0,-75000000.0,-75000000.0,-164269000.0,-200041000.0,-260635000.0
Total Cash From Operating Activities,603257000.0,460753000.0,515717000.0,176748000.0,255320000.0,116157000.0
Depreciation,16389000.0,16998000.0,17545000.0,17142000.0,18265000.0,17616000.0
Other Cashflows From Investing Activities,-109000.0,124000.0,4751000.0,698000.0,-715000.0,395000.0
Dividends Paid,-32592000.0,-32424000.0,-32423000.0,-37611000.0,-37299000.0,-36786000.0
Change To Inventory,291130000.0,-17513000.0,-81265000.0,-243947000.0,-388700000.0,-504704000.0
Change To Netincome,37289000.0,49747000.0,62338000.0,85171000.0,3014000.0,18111000.0
Capital Expenditures,-16607000.0,-10179000.0,-11429000.0,-14752000.0,-16795000.0,-20587000.0
Issuance Of Stock,49000.0,12000.0,11000.0,11000.0,,
