,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-23037000.0,10275000.0,-9301000.0,27186000.0,-47664000.0
Change To Liabilities,65687000.0,-101400000.0,140984000.0,201649000.0,640685000.0
Total Cashflows From Investing Activities,-50242000.0,-40475000.0,-224686000.0,-107947000.0,-124132000.0
Net Borrowings,-28564000.0,-172168000.0,-331826000.0,19981000.0,-622591000.0
Total Cash From Financing Activities,-1029918000.0,-580273000.0,-733560000.0,-295616000.0,-1678559000.0
Change To Operating Activities,22090000.0,41689000.0,-64929000.0,-103039000.0,-542719000.0
Issuance Of Stock,27720000.0,6555000.0,6399000.0,111000.0,11000.0
Net Income,447221000.0,1022023000.0,1016700000.0,1406839000.0,1946320000.0
Change In Cash,-417080000.0,827532000.0,117756000.0,1380779000.0,-798670000.0
Repurchase Of Stock,-916326000.0,-302476000.0,-285783000.0,-185529000.0,-908145000.0
Total Cash From Operating Activities,663080000.0,1448280000.0,1076002000.0,1784342000.0,1004021000.0
Depreciation,50998000.0,49429000.0,53999000.0,66081000.0,69953000.0
Other Cashflows From Investing Activities,4846000.0,8289000.0,6458000.0,6472000.0,6713000.0
Dividends Paid,-112748000.0,-104020000.0,-122350000.0,-130179000.0,-147834000.0
Change To Inventory,-569030000.0,-50362000.0,-237741000.0,2988000.0,-1266398000.0
Change To Netincome,646114000.0,486901000.0,166989000.0,209824000.0,156180000.0
Capital Expenditures,-32051000.0,-59039000.0,-58119000.0,-58354000.0,-72781000.0
Other Cashflows From Financing Activities,-8164000.0,-8164000.0,,,
