,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,3595182000.0,3695194000.0,3743314000.0,3798913000.0
Capital Surplus,374497000.0,385049000.0,428329000.0,416585000.0
Total Liab,12433617000.0,12705125000.0,13241668000.0,13609660000.0
Total Stockholder Equity,7392202000.0,7105982000.0,6528964000.0,6113983000.0
Minority Interest,15727000.0,16322000.0,15285000.0,14546000.0
Other Current Liab,263355000.0,276590000.0,248931000.0,250727000.0
Total Assets,19841546000.0,19827429000.0,19785917000.0,19738189000.0
Common Stock,90523000.0,90523000.0,90523000.0,90523000.0
Other Current Assets,8532000.0,18755000.0,14980000.0,7561000.0
Retained Earnings,14429912000.0,14072152000.0,13738533000.0,13530666000.0
Other Liab,2825062000.0,2895733000.0,2855722000.0,2712585000.0
Good Will,8031586000.0,8101016000.0,7971897000.0,7869935000.0
Treasury Stock,-7502730000.0,-7441742000.0,-7728421000.0,-7923791000.0
Other Assets,127471000.0,136233000.0,131849000.0,128336000.0
Cash,489600000.0,564734000.0,742394000.0,685514000.0
Total Current Liabilities,3036647000.0,3207083000.0,3328223000.0,3148373000.0
Deferred Long Term Asset Charges,125382000.0,134325000.0,129751000.0,126839000.0
Other Stockholder Equity,-2156290000.0,-2130506000.0,-2388472000.0,-2558875000.0
Property Plant Equipment,2249122000.0,2302142000.0,2292880000.0,2431336000.0
Total Current Assets,5049053000.0,4799679000.0,4869484000.0,4885204000.0
Long Term Investments,789132000.0,793165000.0,776493000.0,624465000.0
Net Tangible Assets,-4234566000.0,-4690228000.0,-5186247000.0,-5554865000.0
Short Term Investments,40270000.0,43314000.0,33463000.0,70805000.0
Net Receivables,2455089000.0,2142967000.0,2150504000.0,2122534000.0
Long Term Debt,6571908000.0,6602309000.0,7057723000.0,7652256000.0
Inventory,1898159000.0,1870948000.0,1795779000.0,1814631000.0
Accounts Payable,1551460000.0,1343011000.0,1264991000.0,1111759000.0
Short Long Term Debt,,,,86029000.0
