,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,110400000.0,72300000.0,5500000.0,-70500000.0
Total Cashflows From Investing Activities,-26600000.0,-310100000.0,-26900000.0,-317500000.0
Net Borrowings,-124900000.0,125900000.0,-399100000.0,340500000.0
Total Cash From Financing Activities,-301900000.0,-37200000.0,-490600000.0,225700000.0
Change To Operating Activities,27900000.0,50400000.0,20500000.0,74600000.0
Issuance Of Stock,48100000.0,48900000.0,27000000.0,53700000.0
Net Income,415000000.0,593300000.0,262700000.0,317800000.0
Change In Cash,-88500000.0,25800000.0,-179400000.0,268000000.0
Repurchase Of Stock,-93400000.0,-83500000.0,-83500000.0,-50500000.0
Effect Of Exchange Rate,-8900000.0,26600000.0,12300000.0,13600000.0
Total Cash From Operating Activities,248900000.0,346500000.0,325800000.0,346200000.0
Depreciation,45900000.0,44000000.0,34800000.0,43500000.0
Other Cashflows From Investing Activities,-1800000.0,-1800000.0,-1800000.0,-1300000.0
Dividends Paid,-124400000.0,-124300000.0,-118500000.0,-118000000.0
Change To Inventory,-48100000.0,-40300000.0,71800000.0,-29300000.0
Change To Account Receivables,-100300000.0,-85500000.0,-19500000.0,144700000.0
Other Cashflows From Financing Activities,-7300000.0,-4200000.0,-4200000.0,-4200000.0
Change To Netincome,-162400000.0,-360500000.0,-130200000.0,-132000000.0
Capital Expenditures,-25000000.0,-27100000.0,-22000000.0,-35300000.0
Investments,,,,-7500000.0
