,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,490700000.0,479300000.0,540300000.0,527100000.0,512800000.0,1021800000.0,994100000.0,968500000.0,936300000.0
Capital Surplus,1810100000.0,1830700000.0,1856300000.0,1887400000.0,1909000000.0,1933600000.0,1953000000.0,1967300000.0,1985900000.0
Total Liab,6240400000.0,5917900000.0,6297200000.0,6189000000.0,5995000000.0,8007500000.0,7936500000.0,,8114300000.0
Total Stockholder Equity,770500000.0,1027800000.0,1557600000.0,1817200000.0,2269600000.0,2389600000.0,2504900000.0,,2391200000.0
Minority Interest,318600000.0,319000000.0,316200000.0,311500000.0,308500000.0,304500000.0,301900000.0,,294400000.0
Other Current Liab,787000000.0,738300000.0,888300000.0,847300000.0,996800000.0,1011600000.0,984300000.0,1038500000.0,1220000000.0
Total Assets,7329500000.0,7264700000.0,8171000000.0,8317700000.0,8573100000.0,10701600000.0,10743300000.0,,10799900000.0
Common Stock,181400000.0,181400000.0,181400000.0,181400000.0,181400000.0,181400000.0,181400000.0,181400000.0,181400000.0
Other Current Assets,155200000.0,147500000.0,181400000.0,187200000.0,206300000.0,178000000.0,235400000.0,331800000.0,311900000.0
Retained Earnings,6877200000.0,7139800000.0,7608800000.0,7899300000.0,7921900000.0,8000400000.0,8111700000.0,8035100000.0,8072800000.0
Other Liab,1773300000.0,1857700000.0,1860100000.0,1794100000.0,1293400000.0,1227200000.0,1246600000.0,1003800000.0,1089100000.0
Good Will,1631000000.0,1650300000.0,1902200000.0,1895000000.0,1916000000.0,3625900000.0,3622300000.0,3620200000.0,3582200000.0
Treasury Stock,-8098200000.0,-8124100000.0,-8088900000.0,-8150900000.0,-7742700000.0,-7725800000.0,-7741200000.0,-7551600000.0,-7848900000.0
Other Assets,480400000.0,578500000.0,541400000.0,492900000.0,378900000.0,667400000.0,670000000.0,644600000.0,680100000.0
Cash,909800000.0,704600000.0,730400000.0,641900000.0,913800000.0,662200000.0,540000000.0,,482900000.0
Total Current Liabilities,2242100000.0,1810800000.0,2188600000.0,2139800000.0,2456300000.0,2992200000.0,2914100000.0,3027600000.0,3281200000.0
Deferred Long Term Asset Charges,353300000.0,415600000.0,351500000.0,300700000.0,180400000.0,380900000.0,373200000.0,344200000.0,367300000.0
Other Stockholder Equity,-1569900000.0,-1614200000.0,-1527300000.0,-1526000000.0,-1075000000.0,-1017100000.0,-1012200000.0,-833100000.0,-957500000.0
Property Plant Equipment,884800000.0,917300000.0,909100000.0,898300000.0,889800000.0,959600000.0,954800000.0,,908000000.0
Total Current Assets,2942500000.0,2685800000.0,2932100000.0,2969500000.0,3286200000.0,3063400000.0,3132300000.0,3284900000.0,3492300000.0
Long Term Investments,900100000.0,953500000.0,1345900000.0,1534900000.0,1589400000.0,1363500000.0,1369800000.0,,1201000000.0
Net Tangible Assets,-1351200000.0,-1101800000.0,-884900000.0,-604900000.0,-159200000.0,-2258100000.0,-2111500000.0,,-2127300000.0
Short Term Investments,600000.0,600000.0,700000.0,600000.0,600000.0,600000.0,600000.0,6400000.0,6200000.0
Net Receivables,1202100000.0,1249100000.0,1379000000.0,1458700000.0,1431100000.0,1424500000.0,1487400000.0,,1702200000.0
Long Term Debt,1974400000.0,1974700000.0,1980300000.0,1978400000.0,1977100000.0,3464600000.0,3469100000.0,,3464100000.0
Inventory,674800000.0,584000000.0,640600000.0,681100000.0,734400000.0,798100000.0,868900000.0,,989100000.0
Accounts Payable,667000000.0,687800000.0,721100000.0,806200000.0,890200000.0,889800000.0,851300000.0,,989200000.0
