,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,-3600000.0,-300000.0,-1500000.0,-26000000.0,-26000000.0,-26000000.0
Change To Liabilities,-41100000.0,34300000.0,-28900000.0,-10600000.0,11600000.0,-2200000.0
Total Cashflows From Investing Activities,-35100000.0,-17400000.0,2200000.0,-27300000.0,-71800000.0,-170400000.0
Net Borrowings,302100000.0,-691200000.0,-134800000.0,-12600000.0,-31600000.0,364000000.0
Total Cash From Financing Activities,646300000.0,290400000.0,-135400000.0,60100000.0,-41300000.0,356400000.0
Change To Operating Activities,52000000.0,54800000.0,-65000000.0,12200000.0,-43000000.0,88300000.0
Issuance Of Stock,354100000.0,985600000.0,45500000.0,5700000.0,2800000.0,300000.0
Net Income,-213900000.0,141900000.0,11100000.0,91000000.0,198700000.0,86100000.0
Change In Cash,513500000.0,624700000.0,-15200000.0,213300000.0,211000000.0,460400000.0
Total Cash From Operating Activities,-97700000.0,351700000.0,118000000.0,180500000.0,324100000.0,274400000.0
Depreciation,91900000.0,87700000.0,91400000.0,81300000.0,81900000.0,83700000.0
Other Cashflows From Investing Activities,-600000.0,6800000.0,31800000.0,-1600000.0,-8000000.0,900000.0
Change To Account Receivables,-21000000.0,-45800000.0,11000000.0,-41100000.0,-1000000.0,-15200000.0
Other Cashflows From Financing Activities,-9900000.0,-4000000.0,-46100000.0,67000000.0,-12500000.0,-7900000.0
Change To Netincome,43100000.0,73300000.0,81700000.0,22000000.0,69500000.0,37800000.0
Capital Expenditures,-30900000.0,-23900000.0,-39400000.0,-25700000.0,-38900000.0,-73200000.0
