,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Net Income,3196000000.0,2717000000.0,3385000000.0,4120000000.0,3511000000.0,3707000000.0,3696000000.0,3666000000.0
Change To Liabilities,3242000000.0,-4813000000.0,16005000000.0,3270000000.0,6647000000.0,9912000000.0,-12071000000.0,0.0
Investments,-16580000000.0,1311000000.0,1177000000.0,-12870000000.0,14770000000.0,-8541000000.0,-1362000000.0,
Total Cashflows From Investing Activities,-12510000000.0,-3820000000.0,-460000000.0,-22561000000.0,3117000000.0,-15147000000.0,-15306000000.0,
Net Borrowings,2721000000.0,-4367000000.0,8789000000.0,540000000.0,7153000000.0,8074000000.0,3757000000.0,
Total Cash From Financing Activities,3645000000.0,-2674000000.0,34859000000.0,9564000000.0,485000000.0,11783000000.0,19715000000.0,
Change To Operating Activities,-22452000000.0,2319000000.0,-30521000000.0,16487000000.0,-1594000000.0,-17109000000.0,-2702000000.0,
Change In Cash,-25233000000.0,-11504000000.0,10882000000.0,12464000000.0,8362000000.0,-2617000000.0,3862000000.0,
Repurchase Of Stock,-28000000.0,-30000000.0,-50000000.0,-2582000000.0,-3018000000.0,-3628000000.0,-2847000000.0,
Effect Of Exchange Rate,442000000.0,1857000000.0,1873000000.0,-1418000000.0,145000000.0,-1381000000.0,-896000000.0,
Total Cash From Operating Activities,-16810000000.0,-6867000000.0,-25390000000.0,26879000000.0,4615000000.0,2128000000.0,349000000.0,
Depreciation,686000000.0,853000000.0,1406000000.0,887000000.0,1057000000.0,1035000000.0,1237000000.0,
Other Cashflows From Investing Activities,-45000000.0,-116000000.0,-548000000.0,-44000000.0,-187000000.0,-216000000.0,-385000000.0,
Dividends Paid,-640000000.0,-680000000.0,-731000000.0,-755000000.0,-746000000.0,-1356000000.0,-1314000000.0,
Change To Account Receivables,15830000000.0,-9309000000.0,-12676000000.0,-18721000000.0,16361000000.0,-332000000.0,3466000000.0,
Other Cashflows From Financing Activities,1592000000.0,2403000000.0,26851000000.0,12361000000.0,-2904000000.0,8693000000.0,18844000000.0,
Change To Netincome,228000000.0,463000000.0,-97000000.0,373000000.0,622000000.0,557000000.0,480000000.0,
Capital Expenditures,-428000000.0,-123000000.0,-539000000.0,-525000000.0,-514000000.0,-619000000.0,-650000000.0,
