,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Total Stockholder Equity,78125000000.0,79874000000.0,92531000000.0,98509000000.0,99120000000.0,98153000000.0,97691000000.0,97691000000.0,95151000000.0
Net Tangible Assets,68838000000.0,70646000000.0,75916000000.0,72827000000.0,73592000000.0,72807000000.0,72498000000.0,72498000000.0,70082000000.0
Intangible Assets,1958000000.0,1880000000.0,4980000000.0,8846000000.0,8690000000.0,8514000000.0,8360000000.0,8244000000.0,
Capital Surplus,23782000000.0,24015000000.0,25546000000.0,27406000000.0,28030000000.0,28504000000.0,28841000000.0,28007000000.0,
Total Liab,887354000000.0,866122000000.0,1012713000000.0,1051184000000.0,1053643000000.0,1083357000000.0,1081542000000.0,1118158000000.0,
Minority Interest,1364000000.0,1424000000.0,1368000000.0,1329000000.0,1292000000.0,1216000000.0,1157000000.0,1174000000.0,
Other Current Liab,121575000000.0,113309000000.0,131170000000.0,156578000000.0,137787000000.0,134787000000.0,130164000000.0,137646000000.0,
Total Assets,975363000000.0,955940000000.0,1115862000000.0,1158772000000.0,1161805000000.0,1190476000000.0,1188140000000.0,1222233000000.0,
Common Stock,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,
Other Current Assets,14551000000.0,13081000000.0,145391000000.0,126830000000.0,120001000000.0,122662000000.0,118018000000.0,121209000000.0,
Retained Earnings,74015000000.0,76061000000.0,78694000000.0,82034000000.0,84791000000.0,87099000000.0,89432000000.0,91722000000.0,
Other Liab,247818000000.0,256748000000.0,312581000000.0,336410000000.0,341362000000.0,356381000000.0,365313000000.0,381631000000.0,
Good Will,7329000000.0,7348000000.0,11635000000.0,16836000000.0,16838000000.0,16832000000.0,16833000000.0,16825000000.0,
Treasury Stock,-19692000000.0,-20222000000.0,-11729000000.0,-10951000000.0,-13721000000.0,-17470000000.0,-20602000000.0,-24598000000.0,
Other Assets,16776000000.0,17051000000.0,14913000000.0,19308000000.0,21431000000.0,23022000000.0,17009000000.0,21440000000.0,
Cash,106276000000.0,94772000000.0,105654000000.0,118118000000.0,126480000000.0,123863000000.0,127725000000.0,136086000000.0,
Total Current Liabilities,437677000000.0,407236000000.0,503047000000.0,518711000000.0,499132000000.0,501556000000.0,495637000000.0,518133000000.0,
Short Long Term Debt,6785000000.0,1469000000.0,26199000000.0,17004000000.0,9920000000.0,4842000000.0,17329000000.0,12307000000.0,
Other Stockholder Equity,1000000.0,-537000000.0,-1962000000.0,-2754000000.0,-2523000000.0,-2701000000.0,-3102000000.0,-4902000000.0,
Total Current Assets,814376000000.0,796600000000.0,895351000000.0,922312000000.0,937238000000.0,956379000000.0,956458000000.0,1002793000000.0,
Long Term Investments,134924000000.0,133061000000.0,184564000000.0,191470000000.0,177608000000.0,185729000000.0,185212000000.0,172931000000.0,
Short Term Investments,203446000000.0,189086000000.0,228625000000.0,216870000000.0,222633000000.0,245643000000.0,249712000000.0,278762000000.0,
Net Receivables,189156000000.0,205104000000.0,235087000000.0,257989000000.0,254944000000.0,258544000000.0,268424000000.0,276674000000.0,
Long Term Debt,201859000000.0,202138000000.0,192599000000.0,196063000000.0,213149000000.0,225420000000.0,216321000000.0,218394000000.0,
Accounts Payable,198971000000.0,192300000000.0,227437000000.0,230121000000.0,233810000000.0,240319000000.0,228685000000.0,240950000000.0,
Property Plant Equipment,,,4419000000.0,,,,4268000000.0,,
