,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,2448000000.0,2163000000.0,2107000000.0,4980000000.0,8360000000.0
Capital Surplus,23545000000.0,23794000000.0,23935000000.0,25546000000.0,28841000000.0
Total Liab,773267000000.0,772125000000.0,812732000000.0,1012713000000.0,1081542000000.0
Total Stockholder Equity,68871000000.0,71726000000.0,73029000000.0,92531000000.0,97691000000.0
Minority Interest,1075000000.0,1160000000.0,1148000000.0,1368000000.0,1157000000.0
Other Current Liab,104600000000.0,99489000000.0,104922000000.0,112693000000.0,130164000000.0
Total Assets,851733000000.0,853531000000.0,895429000000.0,1115862000000.0,1188140000000.0
Common Stock,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0
Other Current Assets,66752000000.0,192856000000.0,140963000000.0,145391000000.0,118018000000.0
Retained Earnings,57577000000.0,64175000000.0,70589000000.0,78694000000.0,89432000000.0
Other Liab,176593000000.0,205024000000.0,206733000000.0,331058000000.0,365313000000.0
Good Will,6597000000.0,6688000000.0,7143000000.0,11635000000.0,16833000000.0
Treasury Stock,-12271000000.0,-16263000000.0,-21515000000.0,-11729000000.0,-20602000000.0
Other Assets,14005000000.0,13209000000.0,13756000000.0,14913000000.0,17009000000.0
Cash,24816000000.0,30541000000.0,82171000000.0,105654000000.0,127725000000.0
Total Current Liabilities,425258000000.0,402188000000.0,426602000000.0,484570000000.0,495637000000.0
Short Long Term Debt,28884000000.0,30634000000.0,22273000000.0,26199000000.0,17329000000.0
Other Stockholder Equity,-3060000000.0,-2292000000.0,-2788000000.0,-1962000000.0,-3102000000.0
Property Plant Equipment,,,3998000000.0,4419000000.0,4268000000.0
Total Current Assets,747258000000.0,737207000000.0,760337000000.0,895351000000.0,956458000000.0
Long Term Investments,81425000000.0,94264000000.0,108088000000.0,184564000000.0,185212000000.0
Net Tangible Assets,59829000000.0,62880000000.0,63779000000.0,75916000000.0,72498000000.0
Short Term Investments,208268000000.0,214835000000.0,194773000000.0,228625000000.0,249712000000.0
Net Receivables,148309000000.0,152498000000.0,173341000000.0,234653000000.0,268424000000.0
Long Term Debt,171416000000.0,164913000000.0,175382000000.0,192599000000.0,216321000000.0
Accounts Payable,191510000000.0,179559000000.0,197834000000.0,227437000000.0,228685000000.0
