,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Net Income,6111000000.0,8748000000.0,9042000000.0,10996000000.0,15034000000.0
Change To Liabilities,2007000000.0,-13063000000.0,19942000000.0,10187000000.0,0.0
Investments,1614000000.0,-11924000000.0,-13423000000.0,-21510000000.0,
Total Cashflows From Investing Activities,-12391000000.0,-22881000000.0,-33561000000.0,-37898000000.0,
Net Borrowings,18018000000.0,4052000000.0,-6248000000.0,13036000000.0,
Total Cash From Financing Activities,16261000000.0,24205000000.0,-11966000000.0,83784000000.0,
Change To Operating Activities,18467000000.0,-14916000000.0,21101000000.0,-38240000000.0,
Change In Cash,3035000000.0,6801000000.0,-5025000000.0,23483000000.0,
Repurchase Of Stock,-4292000000.0,-5566000000.0,-5954000000.0,-1890000000.0,
Effect Of Exchange Rate,3670000000.0,-1828000000.0,-271000000.0,2828000000.0,
Total Cash From Operating Activities,-4505000000.0,7305000000.0,40773000000.0,-25231000000.0,
Depreciation,1753000000.0,1844000000.0,2643000000.0,3769000000.0,
Other Cashflows From Investing Activities,-251000000.0,-298000000.0,-953000000.0,-802000000.0,
Dividends Paid,-2085000000.0,-2375000000.0,-2627000000.0,-2739000000.0,
Change To Account Receivables,-9315000000.0,-728000000.0,233000000.0,-29774000000.0,
Other Cashflows From Financing Activities,3626000000.0,28094000000.0,2366000000.0,75377000000.0,
Change To Netincome,4060000000.0,1688000000.0,1480000000.0,2281000000.0,
Capital Expenditures,-1629000000.0,-1865000000.0,-1826000000.0,-1444000000.0,
