,2017-08-26,2018-08-25,2019-08-31,2020-08-29,2021-08-28,2022-08-27
Investments,-2718000.0,-34892000.0,-2398000.0,-51902000.0,-9995000.0,-33695000.0
Change To Liabilities,82614000.0,319609000.0,464176000.0,531131000.0,1029912000.0,1224692000.0
Total Cashflows From Investing Activities,-553599000.0,-521860000.0,-491846000.0,-497875000.0,-601778000.0,-648099000.0
Net Borrowings,109996000.0,-128804000.0,151393000.0,267842000.0,-309853000.0,786218000.0
Total Cash From Financing Activities,-914329000.0,-1632154000.0,-1674088000.0,-643636000.0,-3500417000.0,-3470497000.0
Change To Operating Activities,12995000.0,26114000.0,43839000.0,104463000.0,-3815000.0,-25931000.0
Issuance Of Stock,54686000.0,89715000.0,188819000.0,68392000.0,187757000.0,113934000.0
Net Income,1280869000.0,1337536000.0,1617221000.0,1732972000.0,2170314000.0,2429604000.0
Change In Cash,103536000.0,-75446000.0,-41524000.0,1574515000.0,-579480000.0,-906955000.0
Repurchase Of Stock,-1071649000.0,-1592013000.0,-2004896000.0,-930903000.0,-3378321000.0,-4359991000.0
Effect Of Exchange Rate,852000.0,-1724000.0,-4103000.0,-4082000.0,4172000.0,506000.0
Total Cash From Operating Activities,1570612000.0,2080292000.0,2128513000.0,2720108000.0,3518543000.0,3211135000.0
Depreciation,323051000.0,345084000.0,369957000.0,397466000.0,407683000.0,442223000.0
Change To Inventory,-236807000.0,-188782000.0,-394147000.0,-184174000.0,-138517000.0,-990686000.0
Change To Account Receivables,7795000.0,7534000.0,-48512000.0,-58564000.0,-11039000.0,-125732000.0
Other Cashflows From Financing Activities,-7362000.0,-1052000.0,-9404000.0,-48967000.0,-10658000.0,-10658000.0
Change To Netincome,95385000.0,231242000.0,78306000.0,95912000.0,21680000.0,256206000.0
Capital Expenditures,-553832000.0,-521788000.0,-496050000.0,-457736000.0,-621767000.0,-672391000.0
Other Cashflows From Investing Activities,-459000.0,-459000.0,,,,
