,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,1420000000.0,1363000000.0,1308000000.0,1246000000.0,1176000000.0,1121000000.0,1042000000.0
Total Liab,62789000000.0,61747000000.0,62946000000.0,64112000000.0,64817000000.0,64089000000.0,66277000000.0
Total Stockholder Equity,13734000000.0,14949000000.0,15331000000.0,16573000000.0,16833000000.0,16665000000.0,16484000000.0
Minority Interest,43000000.0,45000000.0,47000000.0,44000000.0,47000000.0,30000000.0,32000000.0
Other Current Liab,4024000000.0,3234000000.0,3561000000.0,3259000000.0,3920000000.0,3530000000.0,3938000000.0
Total Assets,76566000000.0,76741000000.0,78324000000.0,80729000000.0,81697000000.0,80784000000.0,82793000000.0
Common Stock,6120000000.0,6204000000.0,6230000000.0,6215000000.0,6293000000.0,6352000000.0,6398000000.0
Retained Earnings,34841000000.0,35508000000.0,35167000000.0,36697000000.0,36934000000.0,38361000000.0,39282000000.0
Other Liab,10649000000.0,10661000000.0,10773000000.0,11177000000.0,11104000000.0,10958000000.0,10397000000.0
Good Will,6192000000.0,6304000000.0,6394000000.0,6343000000.0,6372000000.0,6353000000.0,6324000000.0
Treasury Stock,-27227000000.0,-26763000000.0,-26066000000.0,-26339000000.0,-26394000000.0,-28048000000.0,-29196000000.0
Other Assets,4484000000.0,4366000000.0,4180000000.0,4685000000.0,4815000000.0,4617000000.0,7175000000.0
Cash,8030000000.0,8512000000.0,8822000000.0,10492000000.0,10028000000.0,8554000000.0,9254000000.0
Total Current Liabilities,25231000000.0,24978000000.0,25717000000.0,26578000000.0,27508000000.0,25976000000.0,29847000000.0
Deferred Long Term Asset Charges,1353000000.0,1339000000.0,1358000000.0,1391000000.0,1352000000.0,1744000000.0,1840000000.0
Short Long Term Debt,1395000000.0,1397000000.0,1420000000.0,1301000000.0,50000000.0,48000000.0,54000000.0
Other Stockholder Equity,-1815000000.0,-1448000000.0,-888000000.0,-1290000000.0,-1154000000.0,-1440000000.0,-1553000000.0
Property Plant Equipment,8250000000.0,8156000000.0,8912000000.0,8185000000.0,8035000000.0,7957000000.0,12090000000.0
Total Current Assets,37862000000.0,38534000000.0,39464000000.0,42581000000.0,42946000000.0,41893000000.0,43455000000.0
Net Tangible Assets,6122000000.0,7282000000.0,7629000000.0,8984000000.0,9285000000.0,9191000000.0,9118000000.0
Net Receivables,7005000000.0,6852000000.0,7178000000.0,7800000000.0,7670000000.0,7499000000.0,8477000000.0
Long Term Debt,9730000000.0,9742000000.0,9646000000.0,9751000000.0,9752000000.0,9759000000.0,9746000000.0
Inventory,11371000000.0,11453000000.0,11402000000.0,12149000000.0,12672000000.0,13666000000.0,14038000000.0
Accounts Payable,5083000000.0,5193000000.0,6128000000.0,6694000000.0,6921000000.0,7218000000.0,8154000000.0
Other Current Assets,30000000.0,45000000.0,133000000.0,104000000.0,363000000.0,632000000.0,
Long Term Investments,1610000000.0,1661000000.0,1687000000.0,1694000000.0,1691000000.0,2143000000.0,
