,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,465491000.0,468345000.0,468488000.0,473457000.0,476065000.0,481422000.0,491494000.0,498054000.0
Capital Surplus,495005000.0,497031000.0,503205000.0,510800000.0,518960000.0,527255000.0,535493000.0,543077000.0
Total Liab,878786000.0,791326000.0,741530000.0,896056000.0,1016864000.0,885246000.0,1008806000.0,943495000.0
Total Stockholder Equity,1549688000.0,1543750000.0,1545179000.0,1315443000.0,1319292000.0,1395665000.0,1271996000.0,1328608000.0
Deferred Long Term Liab,113525000.0,116994000.0,122016000.0,125036000.0,127205000.0,130995000.0,133223000.0,136425000.0
Other Current Liab,318205000.0,255642000.0,193409000.0,141110000.0,328447000.0,268840000.0,208733000.0,150169000.0
Total Assets,2428474000.0,2335076000.0,2286709000.0,2211499000.0,2336156000.0,2280911000.0,2280802000.0,2272103000.0
Common Stock,1036000.0,1037000.0,1037000.0,1038000.0,1038000.0,1038000.0,1039000.0,1039000.0
Other Current Assets,38235000.0,53108000.0,50586000.0,47731000.0,46215000.0,61429000.0,62157000.0,77273000.0
Retained Earnings,2235320000.0,2293228000.0,2332509000.0,2369656000.0,2412496000.0,2480574000.0,2542583000.0,2591610000.0
Other Liab,327136000.0,326879000.0,335333000.0,341897000.0,346553000.0,343389000.0,350396000.0,355425000.0
Good Will,686334000.0,686334000.0,685973000.0,687458000.0,687458000.0,687458000.0,687458000.0,687458000.0
Treasury Stock,-1181673000.0,-1247546000.0,-1291572000.0,-1566051000.0,-1613202000.0,-1613202000.0,-1807119000.0,-1807118000.0
Other Assets,264168000.0,270906000.0,280610000.0,287492000.0,307188000.0,313444000.0,328271000.0,337942000.0
Cash,213345000.0,195320000.0,147762000.0,70116000.0,50992000.0,44251000.0,29120000.0,39797000.0
Total Current Liabilities,494845000.0,407377000.0,350973000.0,301729000.0,520860000.0,430038000.0,373354000.0,320161000.0
Property Plant Equipment,337380000.0,328952000.0,319904000.0,307173000.0,308458000.0,294376000.0,293297000.0,264501000.0
Total Current Assets,669101000.0,574539000.0,518484000.0,442669000.0,543737000.0,490961000.0,467032000.0,470898000.0
Long Term Investments,6000000.0,6000000.0,13250000.0,13250000.0,13250000.0,13250000.0,13250000.0,13250000.0
Net Tangible Assets,397863000.0,389071000.0,390718000.0,154528000.0,155769000.0,226785000.0,93044000.0,143096000.0
Net Receivables,343605000.0,244149000.0,240870000.0,235686000.0,359691000.0,293427000.0,279351000.0,247553000.0
Long Term Debt,,,,200000000.0,100000000.0,65000000.0,240000000.0,225000000.0
Accounts Payable,9880000.0,6835000.0,11569000.0,7833000.0,18485000.0,14015000.0,14155000.0,14415000.0
