,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,-12100000.0,-12100000.0,-12100000.0,-1200000.0,5000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0
Change To Liabilities,165277000.0,-69357000.0,-56761000.0,-52432000.0,184997000.0,-57803000.0,-59024000.0,-58551000.0,188596000.0
Total Cashflows From Investing Activities,-44506000.0,-31188000.0,-51356000.0,-43596000.0,-36110000.0,-46451000.0,-54601000.0,-43972000.0,-51320000.0
Net Borrowings,-55027000.0,-28000.0,-29000.0,199971000.0,-100028000.0,-35027000.0,174962000.0,-15026000.0,-110036000.0
Total Cash From Financing Activities,-85742000.0,-101314000.0,-75709000.0,-106381000.0,-178828000.0,-66839000.0,-51332000.0,-49397000.0,-142924000.0
Change To Operating Activities,43803000.0,-58418000.0,9682000.0,-5314000.0,4036000.0,-57576000.0,-18229000.0,-8850000.0,3280000.0
Issuance Of Stock,2632000.0,2907000.0,2231000.0,2882000.0,2912000.0,3177000.0,2328000.0,3019000.0,3249000.0
Net Income,61345000.0,91216000.0,71982000.0,71409000.0,76862000.0,102114000.0,95670000.0,0.0,80426000.0
Change In Cash,103831000.0,-18025000.0,-47558000.0,-77646000.0,-19124000.0,-6741000.0,-15131000.0,10677000.0,8990000.0
Repurchase Of Stock,-412000.0,-71378000.0,-45210000.0,-274972000.0,-47690000.0,-953000.0,-194962000.0,-1710000.0,-443000.0
Total Cash From Operating Activities,234079000.0,114477000.0,79507000.0,72331000.0,195814000.0,106549000.0,90802000.0,104046000.0,203234000.0
Depreciation,-48627000.0,43743000.0,44073000.0,44189000.0,-55562000.0,44173000.0,44280000.0,44449000.0,-60314000.0
Dividends Paid,-32935000.0,-32815000.0,-32701000.0,-34262000.0,-34022000.0,-34036000.0,-33660000.0,-35680000.0,-35694000.0
Change To Account Receivables,-88885000.0,77439000.0,10079000.0,5198000.0,-98828000.0,53404000.0,17064000.0,13400000.0,-125376000.0
Change To Netincome,22334000.0,6859000.0,9525000.0,9574000.0,9560000.0,12325000.0,12515000.0,10445000.0,21767000.0
Capital Expenditures,-13975000.0,-4478000.0,-5065000.0,-5373000.0,-8072000.0,-9273000.0,-13100000.0,-6013000.0,-6273000.0
Other Cashflows From Investing Activities,6115000.0,6115000.0,,,,,,,
