,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,-95000000.0,-59000000.0,431000000.0,-499000000.0,1801000000.0,1544000000.0,245000000.0,-263000000.0
Change To Liabilities,-457000000.0,171000000.0,334000000.0,424000000.0,-101000000.0,359000000.0,717000000.0,-204000000.0
Total Cashflows From Investing Activities,-530000000.0,-1116000000.0,-543000000.0,-1215000000.0,734000000.0,532000000.0,-8595000000.0,-611000000.0
Net Borrowings,-190000000.0,280000000.0,-20000000.0,-26000000.0,-18000000.0,-319000000.0,-142000000.0,-1067000000.0
Total Cash From Financing Activities,-649000000.0,-177000000.0,-652000000.0,-1015000000.0,-1203000000.0,-2086000000.0,-2031000000.0,-3137000000.0
Change To Operating Activities,-70000000.0,100000000.0,125000000.0,-43000000.0,-345000000.0,-412000000.0,151000000.0,58000000.0
Issuance Of Stock,,,27000000.0,27000000.0,27000000.0,27000000.0,118000000.0,271000000.0
Net Income,260000000.0,-450000000.0,-772000000.0,982000000.0,2091000000.0,2379000000.0,2627000000.0,5759000000.0
Change In Cash,-993000000.0,-394000000.0,519000000.0,-152000000.0,3793000000.0,3231000000.0,-4789000000.0,1341000000.0
Repurchase Of Stock,-2000000.0,-2000000.0,-166000000.0,-375000000.0,-606000000.0,-1243000000.0,-1399000000.0,-1425000000.0
Effect Of Exchange Rate,29000000.0,31000000.0,42000000.0,-2000000.0,11000000.0,-12000000.0,-31000000.0,21000000.0
Total Cash From Operating Activities,157000000.0,868000000.0,1672000000.0,2080000000.0,4251000000.0,4797000000.0,5868000000.0,5068000000.0
Depreciation,1189000000.0,1411000000.0,2378000000.0,1886000000.0,1868000000.0,1672000000.0,1792000000.0,1829000000.0
Other Cashflows From Investing Activities,-323000000.0,76000000.0,79000000.0,119000000.0,21000000.0,-342000000.0,528000000.0,444000000.0
Dividends Paid,-455000000.0,-454000000.0,-464000000.0,-588000000.0,-583000000.0,-579000000.0,-609000000.0,-864000000.0
Change To Inventory,-304000000.0,-47000000.0,49000000.0,-51000000.0,-38000000.0,76000000.0,-147000000.0,27000000.0
Change To Account Receivables,705000000.0,-614000000.0,-611000000.0,-785000000.0,-9000000.0,-825000000.0,-881000000.0,-1535000000.0
Other Cashflows From Financing Activities,-4000000.0,-1000000.0,-2000000.0,-26000000.0,4000000.0,28000000.0,1000000.0,-52000000.0
Change To Netincome,-773000000.0,267000000.0,56000000.0,-773000000.0,81000000.0,44000000.0,1076000000.0,-563000000.0
Capital Expenditures,-876000000.0,-1132000000.0,-1058000000.0,-1217000000.0,-1248000000.0,-1302000000.0,-1557000000.0,-3161000000.0
