,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Net Income,-539000000.0,-140000000.0,177000000.0,437000000.0,591000000.0,1031000000.0,701000000.0,761000000.0,756000000.0
Change To Liabilities,227000000.0,111000000.0,557000000.0,-278000000.0,119000000.0,193000000.0,270000000.0,-459000000.0,0.0
Investments,-840000000.0,-1528000000.0,-456000000.0,-663000000.0,8000000.0,-374000000.0,-2112000000.0,-1760000000.0,
Total Cashflows From Investing Activities,-856000000.0,-1525000000.0,-473000000.0,-809000000.0,-100000000.0,-464000000.0,-3007000000.0,-1665000000.0,
Net Borrowings,485000000.0,358000000.0,-19000000.0,736000000.0,-115000000.0,-5000000.0,-7000000.0,-503000000.0,
Total Cash From Financing Activities,-511000000.0,676000000.0,159000000.0,433000000.0,-534000000.0,360000000.0,1464000000.0,518000000.0,
Change To Operating Activities,190000000.0,1011000000.0,-1038000000.0,-1095000000.0,1380000000.0,448000000.0,761000000.0,34000000.0,
Change In Cash,-1558000000.0,100000000.0,-1316000000.0,-1367000000.0,1297000000.0,721000000.0,15000000.0,-758000000.0,
Repurchase Of Stock,-236000000.0,-320000000.0,-405000000.0,-470000000.0,-441000000.0,-556000000.0,-563000000.0,-541000000.0,
Effect Of Exchange Rate,-1000000.0,13000000.0,14000000.0,9000000.0,-18000000.0,-18000000.0,7000000.0,-20000000.0,
Total Cash From Operating Activities,-190000000.0,936000000.0,-1016000000.0,-1000000000.0,1931000000.0,843000000.0,1551000000.0,409000000.0,
Depreciation,49000000.0,54000000.0,57000000.0,60000000.0,60000000.0,-25000000.0,3000000.0,-12000000.0,
Other Cashflows From Investing Activities,49000000.0,9000000.0,-30000000.0,-157000000.0,-95000000.0,-82000000.0,-245000000.0,158000000.0,
Dividends Paid,-128000000.0,-125000000.0,-122000000.0,-129000000.0,-126000000.0,-129000000.0,-127000000.0,-129000000.0,
Change To Account Receivables,-118000000.0,-85000000.0,-432000000.0,-238000000.0,2000000.0,-124000000.0,-160000000.0,-83000000.0,
Other Cashflows From Financing Activities,-633000000.0,763000000.0,704000000.0,296000000.0,148000000.0,1050000000.0,2160000000.0,1691000000.0,
Change To Netincome,-698000000.0,-297000000.0,-462000000.0,24000000.0,155000000.0,-573000000.0,-109000000.0,195000000.0,
Capital Expenditures,-33000000.0,-45000000.0,-40000000.0,-22000000.0,-33000000.0,-31000000.0,-34000000.0,-44000000.0,
Issuance Of Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,
